name,nid,icons,productUrl,image,price,promotionId,priceShow,ratingScore,review,installment,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,originalPrice,originalPriceShow,discount,utLogMap.voucherIds
Women Straight Fit Assorted Color Winter Socks (Pack of 2) - Fashion | Socks For Women | Women's Wear |,123364390,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-straight-fit-assorted-color-winter-socks-pack-of-2-fashion-socks-for-women-womens-wear-i123364390-s1033502000.html?search=1,https://static-01.daraz.com.np/p/6658aa714ac80a9e4427067c6e533745.jpg,199.00,null,Rs. 199,3.5,2,,nt_product,Nepal,123364390_NP-1033502000,123364390_NP,[],"['Perfect to wear for formal situations.', 'Straight fit socks with thin fleece layer suitable for winter.', 'Comes in Trendy Colors.', 'Less bulky andmaximum comfort.', 'Available in 5pc value pack. (Browse store page for value pack variation)', 'Please note that the colors are assorted.']",39704,No Brand,900154488331,,Comfy,[],0,"[1819, 1820, 1738, 1756]",query:;nid:123364390;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:123364390_NP;price:199.00;client:desktop;supplier_id:900154488331;asc_category_id:1756;item_id:123364390;sku_id:1033502000;shop_id:69160,"[{'sku': '123364390_NP-1033502000', 'title': 'Int: One size', 'skuId': '1033502000', 'count': 0}]",123364390,Free Shipping,1033502000,True,0,False,query:;nid:123364390;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:123364390_NP;price:199.00;client:desktop;supplier_id:900154488331;asc_category_id:1756;item_id:123364390;sku_id:1033502000;shop_id:69160,item,199.00,123364390,search,0,true,1033502000,3ad0075262db7f870028cd1e5c19227b,199.00,1,2141132616994318520158357e016d,123364390,,,,
Fitness Yoga Shorts High Waist Workout Shorts Seamless,124885070,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/fitness-yoga-shorts-high-waist-workout-shorts-seamless-i124885070-s1033918565.html?search=1,https://static-01.daraz.com.np/p/48885275ee64534fea6811b8af44ae15.jpg,650.00,null,Rs. 650,1,1,,nt_product,Nepal,124885070_NP-1033918565,124885070_NP,[],"['Material:90%nylon,10%spandex', 'Size:Free Size M/L', 'Style:Yoga，Fitness， Sports ，Running', 'Specifications: -Perfect for yoga, exercise, fitness, any type of workout, or everyday use', 'Good elastic, quick dry! Wash Recommended hand wash, hang dry.']",39704,No Brand,900157089047,,The E-Market Nepal,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:124885070;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:124885070_NP;price:650.00;client:desktop;supplier_id:900157089047;asc_category_id:4442;item_id:124885070;sku_id:1033918565;shop_id:89158,"[{'sku': '124885070_NP-1033918565', 'title': 'free size', 'skuId': '1033918565', 'count': 0}]",124885070,Free Shipping,1033918565,True,0,False,query:;nid:124885070;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:124885070_NP;price:650.00;client:desktop;supplier_id:900157089047;asc_category_id:4442;item_id:124885070;sku_id:1033918565;shop_id:89158,item,850.00,124885070,search,24,true,1033918565,3ad0075262db7f870028cd1e5c19227b,650.00,1,2141132616994318520158357e016d,124885070,850.00,Rs. 850,-24%,
Masala Beads Cute Cotton Smily Printed Socks Spring And Summer Thin Section Retro Socks For Women's - Fashion |,128273446,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/masala-beads-cute-cotton-smily-printed-socks-spring-and-summer-thin-section-retro-socks-for-womens-fashion-i128273446-s1035510641.html?search=1,https://static-01.daraz.com.np/p/6cb9063cc5b122392fa2c393853aaafd.jpg,180,null,Rs. 180,,0,,nt_product,Bagmati,128273446_NP-1035510641,128273446_NP,[],"['COMFORTABLE ', 'FOR SOCKS ', 'FASHION AND TRENDY', ""FOR WOMEN'S""]",186001,Masala Beads,8278,,Masala Beads,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128273446;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128273446_NP;price:180;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:128273446;sku_id:1035510641;shop_id:8148,"[{'sku': '128273446_NP-1035510641', 'skuId': '1035510641', 'count': 0}]",128273446,Free Shipping,1035510641,True,0,False,query:;nid:128273446;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128273446_NP;price:180;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:128273446;sku_id:1035510641;shop_id:8148,item,200.00,128273446,search,10,true,1035510641,3ad0075262db7f870028cd1e5c19227b,180,1,2141132616994318520158357e016d,128273446,200.00,Rs. 200,-10%,
Cargo Pants For Ladies - Multiple Color Options | Multisize | Fashion | Tops For Women | Women'S Wear,125765108,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/cargo-pants-for-ladies-multiple-color-options-multisize-fashion-tops-for-women-womens-wear-i125765108-s1034094512.html?search=1,https://static-01.daraz.com.np/p/09ebab156191df685fcc60daa2b91c55.png,1890.00,null,"Rs. 1,890",4.5,4,,nt_product,Nepal,125765108_NP-1034094512,125765108_NP,[],"['Good quality', 'Easy to use', 'Colors available', 'Size available', 'Product available for every age group', 'Fashionable']",39704,No Brand,900155700841,,JURI STORE,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:125765108;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:125765108_NP;price:1890.00;client:desktop;supplier_id:900155700841;asc_category_id:4434;item_id:125765108;sku_id:1034094512;shop_id:75269,"[{'sku': '125765108_NP-1034094514', 'title': 'L', 'skuId': '1034094514', 'count': 0}, {'sku': '125765108_NP-1034094513', 'title': 'M', 'skuId': '1034094513', 'count': 0}, {'sku': '125765108_NP-1034094512', 'title': 'S', 'skuId': '1034094512', 'count': 0}, {'sku': '125765108_NP-1034094515', 'title': 'XL', 'skuId': '1034094515', 'count': 0}]",125765108,,1034094512,True,0,False,query:;nid:125765108;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:125765108_NP;price:1890.00;client:desktop;supplier_id:900155700841;asc_category_id:4434;item_id:125765108;sku_id:1034094512;shop_id:75269,item,1890.00,125765108,search,0,false,1034094512,3ad0075262db7f870028cd1e5c19227b,1890.00,1,2141132616994318520158357e016d,125765108,,,,
Premium Cotton Loafer Socks With Anti-Slip Silicon - Pack Of 2 For Women ( Color May Vary),103980104,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/premium-cotton-loafer-socks-with-anti-slip-silicon-pack-of-2-for-women-color-may-vary-i103980104-s1024740107.html?search=1,https://static-01.daraz.com.np/p/4e84841fbf54a60d2906fcfbdd71a055.jpg,250.00,null,Rs. 250,4,4,,nt_product,Nepal,103980104_NP-1024740107,103980104_NP,[],[],39704,No Brand,900151146199,,Shree Ganesh Store,[],0,"[1819, 1820, 1738, 1756]",query:;nid:103980104;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:103980104_NP;price:250.00;client:desktop;supplier_id:900151146199;asc_category_id:1756;item_id:103980104;sku_id:1024740107;shop_id:21794,"[{'sku': '103980104_NP-1024740107', 'title': 'free size', 'skuId': '1024740107', 'count': 0}]",103980104,Free Shipping,1024740107,True,0,False,query:;nid:103980104;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:103980104_NP;price:250.00;client:desktop;supplier_id:900151146199;asc_category_id:1756;item_id:103980104;sku_id:1024740107;shop_id:21794,item,250.00,103980104,search,0,true,1024740107,3ad0075262db7f870028cd1e5c19227b,250.00,1,2141132616994318520158357e016d,103980104,,,,
Side Slit Flare Pant For Women,128211918,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/side-slit-flare-pant-for-women-i128211918-s1035349420.html?search=1,https://np-live-21.slatic.net/kf/Sedbee80cdc8049929be2eaac7e27c83bd.jpg,1249,null,"Rs. 1,249",,0,,nt_product,Nepal,128211918_NP-1035349420,128211918_NP,[],"['Stretchable material', 'Very comfortable', 'Side slit design', 'Medium fits 28-29-30 Large fits 31-32-33', 'Great quality ', 'Gives your body perfect shape']",39704,No Brand,900159798112,,Fashion Factory-Nepal,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128211918;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128211918_NP;price:1249;client:desktop;supplier_id:900159798112;asc_category_id:4434;item_id:128211918;sku_id:1035349420;shop_id:102464,"[{'sku': '128211918_NP-1035349420', 'title': 'Waist:28', 'skuId': '1035349420', 'count': 0}, {'sku': '128211918_NP-1035349421', 'title': 'Waist:29', 'skuId': '1035349421', 'count': 0}, {'sku': '128211918_NP-1035349422', 'title': 'Waist:30', 'skuId': '1035349422', 'count': 0}, {'sku': '128211918_NP-1035349423', 'title': 'Waist:31', 'skuId': '1035349423', 'count': 0}, {'sku': '128211918_NP-1035349424', 'title': 'Waist:32', 'skuId': '1035349424', 'count': 0}, {'sku': '128211918_NP-1035349425', 'title': 'Waist:33', 'skuId': '1035349425', 'count': 0}]",128211918,,1035349420,True,0,False,query:;nid:128211918;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128211918_NP;price:1249;client:desktop;supplier_id:900159798112;asc_category_id:4434;item_id:128211918;sku_id:1035349420;shop_id:102464,item,1250.00,128211918,search,0,false,1035349420,3ad0075262db7f870028cd1e5c19227b,1249,1,2141132616994318520158357e016d,128211918,,,,
Fake Translucent High Elastic Warm Thick Thermal Stretchy Opaque Soft Tights For Winter Outdoor. For Women,121301862,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/fake-translucent-high-elastic-warm-thick-thermal-stretchy-opaque-soft-tights-for-winter-outdoor-for-women-i121301862-s1033037097.html?search=1,https://static-01.daraz.com.np/p/7459d874737868a0dde4dcb2f871a01b.jpg,2099.00,null,"Rs. 2,099",,0,,nt_product,Nepal,121301862_NP-1033037097,121301862_NP,[],"['Really High Quality Fleece Lined Tights: Upgraded the material and workmanship, our fleece lined tights is more durable, not easy ripped, fleece tight is super soft and warm, super comfortable, plush does not fall, does not irritate the skin; it is not fade.', 'Fake Translucent Pantyhose - Comfortable and flexible high waist design flattens your tummy for a trim look and holds your tights in place. Enough stretch hugs your legs without the appearance bunching or sagging', 'One Size Fit Most Women: (Recommended height: 155-175cm. Recommended weight: 40kg-70kg)  Fleece Lined Tights are made of cotton, spandex, polyester and fleece lined. When wearing our fake translucent tights, you will feel that they are light and warm. And they are super stretchy, one size fits most women.Premium Materials Opaque Tights - The fleece lined tights are made of soft, elastic and light material. Comfortable, breathable and skin-friendly. You can wear them all day without any discomfort. Thick Fleece Lining - The warm and cozy thick tights keep you warm without being bulky. They are a wardrobe staple in winter to fashionable women. Warm your whole winter', 'Our fleece lined tights have a high waist design and super stretchy material, which gives it the effect of tummy shaping and control, butt lifting, and perfect legs. When you put on our fake translucent tights, you will show off a charming figure, sexy buttocks and perfect legs, and move freely as if you didn&#39;t wear it. It is very suitable for matching with dresses, half-length skirts, short skirts, overcoats, long sweaters, sweaters, boots, high heels, sports shoes, etc.', 'fake translucent tights are perfect for girls or ladies who love beauty, so do not hesitate to have it. If any question occurs to the fleece lined tights, please contact us immediately, we will solve the problem effectively until you are satisfied. You have no need to worry. It is very suitable as a Christmas gift for lovers, family, girlfriends and friends']",39704,No Brand,900152322004,,thirdeye collection,[],0,"[1819, 1820, 1738, 1756]",query:;nid:121301862;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:121301862_NP;price:2099.00;client:desktop;supplier_id:900152322004;asc_category_id:1756;item_id:121301862;sku_id:1033037097;shop_id:43935,"[{'sku': '121301862_NP-1033037097', 'title': 'free size', 'skuId': '1033037097', 'count': 0}]",121301862,Free Shipping,1033037097,True,0,False,query:;nid:121301862;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:121301862_NP;price:2099.00;client:desktop;supplier_id:900152322004;asc_category_id:1756;item_id:121301862;sku_id:1033037097;shop_id:43935,item,2299.00,121301862,search,9,true,1033037097,3ad0075262db7f870028cd1e5c19227b,2099.00,1,2141132616994318520158357e016d,121301862,2299.00,"Rs. 2,299",-9%,
Pack of 12 (6 Pairs) Women Velvet Fur Inside Winter Socks - Multicolor,108547758,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-12-6-pairs-women-velvet-fur-inside-winter-socks-multicolor-i108547758-s1029301729.html?search=1,https://static-01.daraz.com.np/p/c4c45ea36c99481ae007fac5fbd1a191.jpg,565.00,null,Rs. 565,4.3,30,,nt_product,Nepal,108547758_NP-1029301729,108547758_NP,[],[],39704,No Brand,900151659039,,EOrison,[],0,"[1819, 1820, 1738, 1756]",query:;nid:108547758;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:108547758_NP;price:565.00;client:desktop;supplier_id:900151659039;asc_category_id:1756;item_id:108547758;sku_id:1029301729;shop_id:30880,"[{'sku': '108547758_NP-1029301729', 'title': 'free size', 'skuId': '1029301729', 'count': 0}]",108547758,,1029301729,True,0,False,query:;nid:108547758;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:108547758_NP;price:565.00;client:desktop;supplier_id:900151659039;asc_category_id:1756;item_id:108547758;sku_id:1029301729;shop_id:30880,item,800.00,108547758,search,29,false,1029301729,3ad0075262db7f870028cd1e5c19227b,565.00,1,2141132616994318520158357e016d,108547758,800.00,Rs. 800,-29%,
Doro Black Athletic Stretchable Leggings for Women,127943098,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/doro-black-athletic-stretchable-leggings-for-women-i127943098-s1034964519.html?search=1,https://static-01.daraz.com.np/p/e02660dec492955cb99dd56cab776491.jpg,999,null,Rs. 999,4.5,2,,nt_product,Nepal,127943098_NP-1034964519,127943098_NP,[],"['Material: Super Stretchy Spandex.', 'Two pockets (7 inches).', 'Stretchable Fabric.', 'Reflective logo.', 'Double Elastic waist.', 'Comfortable Wear.', 'Gym Wear.', 'Casual Wear.']",24626,Doro,900153444012,,Doro Wears,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:127943098;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:127943098_NP;price:999;client:desktop;supplier_id:900153444012;asc_category_id:4442;item_id:127943098;sku_id:1034964519;shop_id:62926,"[{'sku': '127943098_NP-1034964519', 'title': 'Int M', 'skuId': '1034964519', 'count': 0}, {'sku': '127943098_NP-1034964520', 'title': 'Int L', 'skuId': '1034964520', 'count': 0}, {'sku': '127943098_NP-1034964521', 'title': 'Int XL', 'skuId': '1034964521', 'count': 0}]",127943098,Free Shipping,1034964519,True,0,False,query:;nid:127943098;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:127943098_NP;price:999;client:desktop;supplier_id:900153444012;asc_category_id:4442;item_id:127943098;sku_id:1034964519;shop_id:62926,item,1175.00,127943098,search,15,true,1034964519,3ad0075262db7f870028cd1e5c19227b,999,1,2141132616994318520158357e016d,127943098,1175.00,"Rs. 1,175",-15%,
Pack Of 2 Pairs Daishu Short Woolen Socks For Ladies,128272053,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-2-pairs-daishu-short-woolen-socks-for-ladies-i128272053-s1035478495.html?search=1,https://static-01.daraz.com.np/p/fe6ea6c7648fed03e51cc247f554c38a.jpg,449.00,null,Rs. 449,,0,,nt_product,Nepal,128272053_NP-1035478495,128272053_NP,[],"['Fabric: Cotton and Wool', 'Style: Lining', 'Wash Care: Normal Wash', 'Suitable for Winter Wear', 'Flexibity', 'Warmth', 'Healthy Environmental Natural Dyeing']",39704,No Brand,900156828395,,Jenisha Store,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128272053;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128272053_NP;price:449.00;client:desktop;supplier_id:900156828395;asc_category_id:1756;item_id:128272053;sku_id:1035478495;shop_id:86209,"[{'sku': '128272053_NP-1035478495', 'skuId': '1035478495', 'count': 0}]",128272053,Free Shipping,1035478495,True,0,False,query:;nid:128272053;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128272053_NP;price:449.00;client:desktop;supplier_id:900156828395;asc_category_id:1756;item_id:128272053;sku_id:1035478495;shop_id:86209,item,449.00,128272053,search,0,true,1035478495,3ad0075262db7f870028cd1e5c19227b,449.00,1,2141132616994318520158357e016d,128272053,,,,
Woolen Trouser Pant For Women,103072747,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/woolen-trouser-pant-for-women-i103072747-s1023844556.html?search=1,https://static-01.daraz.com.np/p/612960dc1cfd590f95706bea13506a1a.jpg,750.00,null,Rs. 750,3.9,8,,nt_product,Nepal,103072747_NP-1023844556,103072747_NP,[],[],39704,No Brand,1004112,,Chhang Geen Woollen Industry Nepal,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:103072747;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:103072747_NP;price:750.00;client:desktop;supplier_id:1004112;asc_category_id:4434;item_id:103072747;sku_id:1023844556;shop_id:13989,"[{'sku': '103072747_NP-1023844556', 'title': 'free size', 'skuId': '1023844556', 'count': 0}]",103072747,,1023844556,True,0,False,query:;nid:103072747;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:103072747_NP;price:750.00;client:desktop;supplier_id:1004112;asc_category_id:4434;item_id:103072747;sku_id:1023844556;shop_id:13989,item,750.00,103072747,search,0,false,1023844556,3ad0075262db7f870028cd1e5c19227b,750.00,1,2141132616994318520158357e016d,103072747,,,,
Combo Of 2 Black and white  Over The Knee Long Socks For Women - 2 Pairs,125225969,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/combo-of-2-black-and-white-over-the-knee-long-socks-for-women-2-pairs-i125225969-s1034001067.html?search=1,https://static-01.daraz.com.np/p/dd08f4420c8bb778aa8d591b4c89d2f8.jpg,280.00,null,Rs. 280,3.8,4,,nt_product,Nepal,125225969_NP-1034001067,125225969_NP,[],"['Material: Cotton/nylon', 'Close Fit', 'Highly Comfortable', 'Perfect for weather', 'Suitable for both summer &amp; winter', 'color ;Black and White']",39704,No Brand,900153423058,,Nepal krishe supplies,[],0,"[1819, 1820, 1738, 1756]",query:;nid:125225969;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:125225969_NP;price:280.00;client:desktop;supplier_id:900153423058;asc_category_id:1756;item_id:125225969;sku_id:1034001067;shop_id:62267,"[{'sku': '125225969_NP-1034001067', 'title': 'free size', 'skuId': '1034001067', 'count': 0}]",125225969,Free Shipping,1034001067,True,0,False,query:;nid:125225969;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:125225969_NP;price:280.00;client:desktop;supplier_id:900153423058;asc_category_id:1756;item_id:125225969;sku_id:1034001067;shop_id:62267,item,280.00,125225969,search,0,true,1034001067,3ad0075262db7f870028cd1e5c19227b,280.00,1,2141132616994318520158357e016d,125225969,,,,
3 Pairs Women Winter Warm Thicken Thermal Soft Solid Color Socks Wool Cashmere Snow Boots Velvet Lace Socks,121863302,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/3-pairs-women-winter-warm-thicken-thermal-soft-solid-color-socks-wool-cashmere-snow-boots-velvet-lace-socks-i121863302-s1034022444.html?search=1,https://static-01.daraz.com.np/p/c65d91f8fd8256c846ce8216b707cf63.jpg,500.00,null,Rs. 500,4.4,5,,nt_product,Nepal,121863302_NP-1034022444,121863302_NP,[],"['Great gift to your friends or yourself ', ""It's soft and easy cleaning"", 'Perfect for daily use and easy to take off or wear', 'Unique design, make you feel comfortable', ""Lovers and family can wear the same socks, it's perfect!"", 'Colors may vary or you can send us your preferred color']",39704,No Brand,900155796267,,Chhannaut Shopping,[],0,"[1819, 1820, 1738, 1756]",query:;nid:121863302;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:121863302_NP;price:500.00;client:desktop;supplier_id:900155796267;asc_category_id:1756;item_id:121863302;sku_id:1034022444;shop_id:75794,"[{'sku': '121863302_NP-1034022444', 'title': 'free size', 'skuId': '1034022444', 'count': 0}]",121863302,,1034022444,True,0,False,query:;nid:121863302;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:121863302_NP;price:500.00;client:desktop;supplier_id:900155796267;asc_category_id:1756;item_id:121863302;sku_id:1034022444;shop_id:75794,item,750.00,121863302,search,33,false,1034022444,3ad0075262db7f870028cd1e5c19227b,500.00,1,2141132616994318520158357e016d,121863302,750.00,Rs. 750,-33%,
Pack Of 2 High Waist Full Stockings For Women-Black,104687,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-2-high-waist-full-leggings-for-women-black-i42776-s170997.html?search=1,https://static-01.daraz.com.np/p/002a870589bd2d2bf2f1fe82c8dc1420.jpg,845.00,null,Rs. 845,4.4,53,,nt_product,Bagmati,OT776FA1ATJ38NAFAMZ-154110,OT776FA1ATJ38NAFAMZ,[],"['Material: Cotton and Spandex', 'Length: Full length', 'Style: Solid', 'Highly Stretchable.', 'Size: Free size (Usually suitable for Waist size 28 to 34 inches)', 'Please check the size for best fit']",39704,No Brand,3263,,DeepaLadiesCollection,[],0,"[1819, 1820, 1738, 1756]",query:;nid:104687;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:OT776FA1ATJ38NAFAMZ;price:845.00;client:desktop;supplier_id:3263;asc_category_id:1756;item_id:42776;sku_id:170997;shop_id:8858,"[{'sku': 'OT776FA1ATJ38NAFAMZ-154110', 'title': 'Int: One size', 'skuId': '170997', 'count': 0}]",42776,Free Shipping,170997,True,0,False,query:;nid:104687;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:OT776FA1ATJ38NAFAMZ;price:845.00;client:desktop;supplier_id:3263;asc_category_id:1756;item_id:42776;sku_id:170997;shop_id:8858,item,1200.00,42776,search,30,true,170997,3ad0075262db7f870028cd1e5c19227b,845.00,1,2141132616994318520158357e016d,42776,1200.00,"Rs. 1,200",-30%,10009203303263
