name,nid,icons,productUrl,image,originalPrice,originalPriceShow,price,promotionId,priceShow,discount,review,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,installment,ratingScore,utLogMap.voucherIds
Green Color Hooland Lungi For Women,123390763,[],//www.daraz.com.np/products/green-color-hooland-lungi-for-women-i123390763-s1033537317.html?search=1,https://static-01.daraz.com.np/p/699937380448b615ab4dbaf7a86ead38.jpg,,,700.00,null,Rs. 700,,0,nt_product,Nepal,123390763_NP-1033537317,123390763_NP,[],[],39704,No Brand,900156600253,,Lalit Enterprizes,[],0,"[1819, 1820, 1738, 10002970, 10002971]",query:;nid:123390763;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123390763_NP;price:700.00;client:desktop;supplier_id:900156600253;asc_category_id:10002971;item_id:123390763;sku_id:1033537317;shop_id:83109,"[{'sku': '123390763_NP-1033537317', 'title': 'free size', 'skuId': '1033537317', 'count': 0}]",123390763,,1033537317,True,0,False,query:;nid:123390763;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123390763_NP;price:700.00;client:desktop;supplier_id:900156600253;asc_category_id:10002971;item_id:123390763;sku_id:1033537317;shop_id:83109,item,700.00,123390763,search,0,false,1033537317,f71917f99c571e1b059f883cc79904af,700.00,1,213bce9b16994318657502952ee880,123390763,,,
Ari Zodiac Themed Cotton Socks For Women,127880988,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/ari-zodiac-themed-cotton-socks-for-women-i127880988-s1034884918.html?search=1,https://static-01.daraz.com.np/p/09d90d70c644be5281bf04551d863a45.jpg,999.00,Rs. 999,399.00,null,Rs. 399,-60%,1,nt_product,Nepal,127880988_NP-1034884918,127880988_NP,[],"['Four Season ', 'Antibacterial', ' Unisex Cotton Socks ', 'Gemi Zodiac Themed Cotton Socks For Unisex', ""🧦 The design is extremely youthful, heavy, fashionable and very unique.🧦 100% cotton socks/socks material, breathable, stretchy and comfortable, so it doesn't leave marks on the feet.- Instructions on how to wash and care for socks/socks:-&gt; Should be washed by hand to make the socks most durable, if washing in a washing machine, it should be put in a washing bag.-&gt; Hang horizontally on a hook, avoid direct sunlight, causing socks/socks to fade quickly.""]",39704,No Brand,900157326123,,Peninsula Collection,[],0,"[1819, 1820, 1738, 1756]",query:;nid:127880988;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:127880988_NP;price:399.00;client:desktop;supplier_id:900157326123;asc_category_id:1756;item_id:127880988;sku_id:1034884918;shop_id:91788,"[{'sku': '127880988_NP-1034884918', 'title': 'Int: One size', 'skuId': '1034884918', 'count': 0}]",127880988,Free Shipping,1034884918,True,0,False,query:;nid:127880988;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:127880988_NP;price:399.00;client:desktop;supplier_id:900157326123;asc_category_id:1756;item_id:127880988;sku_id:1034884918;shop_id:91788,item,999.00,127880988,search,60,true,1034884918,f71917f99c571e1b059f883cc79904af,399.00,1,213bce9b16994318657502952ee880,127880988,,2,
Women Formal Pant with Black Strechable Bottom,124330145,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-formal-pant-with-black-strechable-bottom-i124330145-s1033753340.html?search=1,https://static-01.daraz.com.np/p/db58989d2fd1c1c0af786e0a032c8043.jpg,,,1499.00,null,"Rs. 1,499",,1,nt_product,Nepal,124330145_NP-1033753340,124330145_NP,[],"['Comes with a belt', 'Strechable material', 'Choose design', 'cropped leg design']",39704,No Brand,900155040255,,Mini fashion collection,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:124330145;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:124330145_NP;price:1499.00;client:desktop;supplier_id:900155040255;asc_category_id:4434;item_id:124330145;sku_id:1033753340;shop_id:72536,"[{'sku': '124330145_NP-1033753342', 'title': 'L', 'skuId': '1033753342', 'count': 0}, {'sku': '124330145_NP-1033753341', 'title': 'M', 'skuId': '1033753341', 'count': 0}, {'sku': '124330145_NP-1033753340', 'title': 'S', 'skuId': '1033753340', 'count': 0}, {'sku': '124330145_NP-1033753343', 'title': 'XL', 'skuId': '1033753343', 'count': 0}, {'sku': '124330145_NP-1033753344', 'title': 'XXL', 'skuId': '1033753344', 'count': 0}]",124330145,Free Shipping,1033753340,True,0,False,query:;nid:124330145;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:124330145_NP;price:1499.00;client:desktop;supplier_id:900155040255;asc_category_id:4434;item_id:124330145;sku_id:1033753340;shop_id:72536,item,1499.00,124330145,search,0,true,1033753340,f71917f99c571e1b059f883cc79904af,1499.00,1,213bce9b16994318657502952ee880,124330145,,5,50000001512009
Nepster Light Cream High Rise Premium Straight Cotton Cargo Box Pants For Women,128120284,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/nepster-light-cream-high-rise-premium-straight-cotton-cargo-box-pants-for-women-i128120284-s1035197829.html?search=1,https://static-01.daraz.com.np/p/3bfaaded450ae87dca8856985755a0db.jpg,1800.00,"Rs. 1,800",1372,null,"Rs. 1,372",-24%,0,nt_product,Nepal,128120284_NP-1035197829,128120284_NP,[],"['Cargo Box Cotton Pant For Women', 'Has a Zip and Button Closure', 'Has Six Pockets (4 Box Pockets)', 'Available Sizes: 27, 28, 29, 30, 31 and 32.', 'Waistband with belt loops', '98% cotton, 2% elastane', 'Hand/Machine Wash', 'Length: 38/39 inches']",126528810,Nepster,900159987888,,NEPSTER,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128120284;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:128120284_NP;price:1372;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128120284;sku_id:1035197829;shop_id:102739,"[{'sku': '128120284_NP-1035197831', 'title': 'Waist:27', 'skuId': '1035197831', 'count': 0}, {'sku': '128120284_NP-1035197833', 'title': 'Waist:28', 'skuId': '1035197833', 'count': 0}, {'sku': '128120284_NP-1035197834', 'title': 'Waist:29', 'skuId': '1035197834', 'count': 0}, {'sku': '128120284_NP-1035197830', 'title': 'Waist:30', 'skuId': '1035197830', 'count': 0}, {'sku': '128120284_NP-1035197829', 'title': 'Waist:31', 'skuId': '1035197829', 'count': 0}, {'sku': '128120284_NP-1035197832', 'title': 'Waist:32', 'skuId': '1035197832', 'count': 0}]",128120284,,1035197829,True,0,False,query:;nid:128120284;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:128120284_NP;price:1372;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128120284;sku_id:1035197829;shop_id:102739,item,1800.00,128120284,search,24,false,1035197829,f71917f99c571e1b059f883cc79904af,1372,1,213bce9b16994318657502952ee880,128120284,,,
Tokyo Straight Pant,104726553,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/fuloos-brazil-straight-formal-cotton-pant-in-beige-i104726553-s1026102237.html?search=1,https://static-01.daraz.com.np/p/7fa61648990c051c419c0888925cd824.jpg,,,1550.00,null,"Rs. 1,550",,1,nt_product,Nepal,104726553_NP-1026102237,104726553_NP,[],[],123259024,FuLoo,1008308,,Fuloo Store,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:104726553;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:104726553_NP;price:1550.00;client:desktop;supplier_id:1008308;asc_category_id:4434;item_id:104726553;sku_id:1026102237;shop_id:18185,"[{'sku': '104726553_NP-1026102237', 'title': 'XL/XXL', 'skuId': '1026102237', 'count': 0}]",104726553,Free Shipping,1026102237,True,0,False,query:;nid:104726553;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:104726553_NP;price:1550.00;client:desktop;supplier_id:1008308;asc_category_id:4434;item_id:104726553;sku_id:1026102237;shop_id:18185,item,1550.00,104726553,search,0,true,1026102237,f71917f99c571e1b059f883cc79904af,1550.00,1,213bce9b16994318657502952ee880,104726553,,4,
Tear Cotton Unisex Socks,127958145,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/tear-cotton-unisex-socks-i127958145-s1034990163.html?search=1,https://static-01.daraz.com.np/p/5961d89f41d7fd3b75cdd6679c4246c9.jpg,650.00,Rs. 650,499.00,null,Rs. 499,-23%,1,nt_product,Nepal,127958145_NP-1034990163,127958145_NP,[],"['Fabric : 70% Cotton, 30% Polyamide', 'Size : 35-43', 'Seasons : Four Season Style', 'Cleaning Method : Hand Wash', 'Thickness : Conventional', 'Elasticity : Soft and High', 'Breathability', 'Tear Resistant', 'Antibacterial and Anti Odor']",39704,No Brand,900157326123,,Peninsula Collection,[],0,"[1819, 1820, 1738, 1756]",query:;nid:127958145;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:127958145_NP;price:499.00;client:desktop;supplier_id:900157326123;asc_category_id:1756;item_id:127958145;sku_id:1034990163;shop_id:91788,"[{'sku': '127958145_NP-1034990163', 'title': 'M', 'skuId': '1034990163', 'count': 0}]",127958145,Free Shipping,1034990163,True,0,False,query:;nid:127958145;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:127958145_NP;price:499.00;client:desktop;supplier_id:900157326123;asc_category_id:1756;item_id:127958145;sku_id:1034990163;shop_id:91788,item,650.00,127958145,search,23,true,1034990163,f71917f99c571e1b059f883cc79904af,499.00,1,213bce9b16994318657502952ee880,127958145,,3,
Winter Warm Fleece Women Jogger By Rc,111718100,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/winter-warm-fleece-women-jogger-by-rc-i111718100-s1030232682.html?search=1,https://static-01.daraz.com.np/p/bbb454305ab12197a2dca305ed9358a9.jpg,,,1225.00,null,"Rs. 1,225",,0,nt_product,Nepal,111718100_NP-1030232682,111718100_NP,[],[],39704,No Brand,1007601,,Aarusi center,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:111718100;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:111718100_NP;price:1225.00;client:desktop;supplier_id:1007601;asc_category_id:4451;item_id:111718100;sku_id:1030232682;shop_id:17492,"[{'sku': '111718100_NP-1030232682', 'title': 'free size', 'skuId': '1030232682', 'count': 0}]",111718100,Free Shipping,1030232682,True,0,False,query:;nid:111718100;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:111718100_NP;price:1225.00;client:desktop;supplier_id:1007601;asc_category_id:4451;item_id:111718100;sku_id:1030232682;shop_id:17492,item,1225.00,111718100,search,0,true,1030232682,f71917f99c571e1b059f883cc79904af,1225.00,1,213bce9b16994318657502952ee880,111718100,,,
Floral Printed Cotton Plaso Styled Trousers(print may very) By Rc,105490769,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/floral-printed-cotton-plaso-styled-trousersprint-may-very-by-rc-i105490769-s1027275232.html?search=1,https://static-01.daraz.com.np/p/07c811c1ee07642d26f68d56152d4456.jpg,890.00,Rs. 890,525.00,null,Rs. 525,-41%,1,nt_product,Nepal,105490769_NP-1027275232,105490769_NP,[],[],39704,No Brand,1007601,,Aarusi center,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:105490769;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:105490769_NP;price:525.00;client:desktop;supplier_id:1007601;asc_category_id:4434;item_id:105490769;sku_id:1027275232;shop_id:17492,"[{'sku': '105490769_NP-1027275232', 'title': 'free size', 'skuId': '1027275232', 'count': 0}]",105490769,Free Shipping,1027275232,True,0,False,query:;nid:105490769;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:105490769_NP;price:525.00;client:desktop;supplier_id:1007601;asc_category_id:4434;item_id:105490769;sku_id:1027275232;shop_id:17492,item,890.00,105490769,search,41,true,1027275232,f71917f99c571e1b059f883cc79904af,525.00,1,213bce9b16994318657502952ee880,105490769,,1,
Pack of 6 Pairs of  Cotton Socks for Ladies (SLA-8),108713225,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-6-pairs-of-cotton-socks-for-ladies-sla-8-i108713225-s1031182567.html?search=1,https://static-01.daraz.com.np/p/f6d32751cd4d6dddf9117255aaa7db93.jpg,1200.00,"Rs. 1,200",699,null,Rs. 699,-42%,0,nt_product,Nepal,108713225_NP-1031182567,108713225_NP,[],"['Package Contents: Pack of 6 Pairs', 'Fibre Content: 95% Bamboo Cotton &amp; 5% Spandex', 'Style: Printed Plain', 'Length: Ankle/Loafer', 'Normal Wash', 'Flexible, Stretchable', 'Easy to Wear', 'Colours and Design may Vary']",39704,No Brand,1002059,,ShreeMangalam,[],0,"[1819, 1820, 1738, 1756]",query:;nid:108713225;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:108713225_NP;price:699;client:desktop;supplier_id:1002059;asc_category_id:1756;item_id:108713225;sku_id:1031182567;shop_id:11966,"[{'sku': '108713225_NP-1031182567', 'title': 'free size', 'skuId': '1031182567', 'count': 0}]",108713225,Free Shipping,1031182567,True,0,False,query:;nid:108713225;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:108713225_NP;price:699;client:desktop;supplier_id:1002059;asc_category_id:1756;item_id:108713225;sku_id:1031182567;shop_id:11966,item,1200.00,108713225,search,42,true,1031182567,f71917f99c571e1b059f883cc79904af,699,1,213bce9b16994318657502952ee880,108713225,,,
Formal Pant With Belt For Women - Multicolor | Multisize | Fashion | Pants For Women | Women's Wear |,106350798,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/formal-pant-with-belt-for-women-multicolor-multisize-fashion-pants-for-women-womens-wear-i106350798-s1028044381.html?search=1,https://static-01.daraz.com.np/p/bbe8fc85c216906f2ba88f935042979a.jpg,1850.00,"Rs. 1,850",1757,null,"Rs. 1,757",-5%,0,nt_product,Nepal,106350798_NP-1028044381,106350798_NP,[],[],39704,No Brand,1005702,,Smart Choice Fancy Collections,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:106350798;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:106350798_NP;price:1757;client:desktop;supplier_id:1005702;asc_category_id:4434;item_id:106350798;sku_id:1028044381;shop_id:15588,"[{'sku': '106350798_NP-1028044381', 'title': 'Int M', 'skuId': '1028044381', 'count': 0}, {'sku': '106350798_NP-1028044382', 'title': 'Int L', 'skuId': '1028044382', 'count': 0}, {'sku': '106350798_NP-1028044383', 'title': 'Int XL', 'skuId': '1028044383', 'count': 0}, {'sku': '106350798_NP-1028044384', 'title': 'Int XXL', 'skuId': '1028044384', 'count': 0}]",106350798,Free Shipping,1028044381,True,0,False,query:;nid:106350798;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:106350798_NP;price:1757;client:desktop;supplier_id:1005702;asc_category_id:4434;item_id:106350798;sku_id:1028044381;shop_id:15588,item,1850.00,106350798,search,5,true,1028044381,f71917f99c571e1b059f883cc79904af,1757,1,213bce9b16994318657502952ee880,106350798,,,
Cotton Print Lungi for Women - 9J Holland Style,121799475,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/cotton-print-lungi-for-women-9j-holland-style-i121799475-s1033133050.html?search=1,https://static-01.daraz.com.np/p/ce17276e11d71a775a26cd195f3bde56.jpg,,,1000.00,null,"Rs. 1,000",,0,nt_product,Nepal,121799475_NP-1033133050,121799475_NP,[],"['100% cotton fabric', '1.8 meter cut', 'Holland style design', 'Unstitched lungi']",39704,No Brand,900156345081,,Lungi Nepal,[],0,"[1819, 1820, 1738, 10002970, 10002971]",query:;nid:121799475;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:121799475_NP;price:1000.00;client:desktop;supplier_id:900156345081;asc_category_id:10002971;item_id:121799475;sku_id:1033133050;shop_id:80068,"[{'sku': '121799475_NP-1033133050', 'skuId': '1033133050', 'count': 0}]",121799475,,1033133050,True,0,False,query:;nid:121799475;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:121799475_NP;price:1000.00;client:desktop;supplier_id:900156345081;asc_category_id:10002971;item_id:121799475;sku_id:1033133050;shop_id:80068,item,1000.00,121799475,search,0,false,1033133050,f71917f99c571e1b059f883cc79904af,1000.00,1,213bce9b16994318657502952ee880,121799475,,,
Sweet & Cute Winter Socks For Women - 1 Pair Bed Socks / Party Socks / Indoor & Outdoor Socks,108918090,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/sweet-cute-winter-socks-for-women-1-pair-bed-socks-party-socks-indoor-outdoor-socks-i108918090-s1029435199.html?search=1,https://static-01.daraz.com.np/p/b13a221573d824a3c59840a092052ac2.jpg,300.00,Rs. 300,190.00,null,Rs. 190,-37%,1,nt_product,Nepal,108918090_NP-1029435199,108918090_NP,[],[],39704,No Brand,1011609,,Happy Enterprises (Sabhyata),[],0,"[1819, 1820, 1738, 1756]",query:;nid:108918090;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:108918090_NP;price:190.00;client:desktop;supplier_id:1011609;asc_category_id:1756;item_id:108918090;sku_id:1029435199;shop_id:21232,"[{'sku': '108918090_NP-1029435199', 'title': 'M', 'skuId': '1029435199', 'count': 0}]",108918090,,1029435199,True,0,False,query:;nid:108918090;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:108918090_NP;price:190.00;client:desktop;supplier_id:1011609;asc_category_id:1756;item_id:108918090;sku_id:1029435199;shop_id:21232,item,300.00,108918090,search,37,false,1029435199,f71917f99c571e1b059f883cc79904af,190.00,1,213bce9b16994318657502952ee880,108918090,,5,
Elastic Pants For ladies,125211347,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/elastic-pants-for-ladies-i125211347-s1033994748.html?search=1,https://static-01.daraz.com.np/p/43a5017352390a8406ac1f90835cea27.jpg,,,1000.00,null,"Rs. 1,000",,2,nt_product,Nepal,125211347_NP-1033994748,125211347_NP,[],"['Stretch fabric allows you to move comfortably', 'High waisted, straight fit silhouette', 'Slanted hand pockets and rear pocket', 'Full elastic waistband and pull on construction']",39704,No Brand,900155172269,,S.K Garment,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:125211347;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:125211347_NP;price:1000.00;client:desktop;supplier_id:900155172269;asc_category_id:4434;item_id:125211347;sku_id:1033994748;shop_id:73138,"[{'sku': '125211347_NP-1033994748', 'title': 'free size', 'skuId': '1033994748', 'count': 0}]",125211347,,1033994748,True,0,False,query:;nid:125211347;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:125211347_NP;price:1000.00;client:desktop;supplier_id:900155172269;asc_category_id:4434;item_id:125211347;sku_id:1033994748;shop_id:73138,item,1000.00,125211347,search,0,false,1033994748,f71917f99c571e1b059f883cc79904af,1000.00,1,213bce9b16994318657502952ee880,125211347,,4.5,50000003136005
New Straight Formal Pant For Women,125767097,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/new-straight-formal-pant-for-women-i125767097-s1034093786.html?search=1,https://static-01.daraz.com.np/p/44c39ddf113cb169addad5f8b81af088.jpg,,,1850.00,null,"Rs. 1,850",,2,nt_product,Nepal,125767097_NP-1034093786,125767097_NP,[],"['Material: Cotton/Spandex', 'Pattern: Solid', 'Stretchable Fabric', 'Type: Casual/High Waist', 'Material &amp; Care: Hand/Machine Wash']",39704,No Brand,900155040255,,Mini fashion collection,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:125767097;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:125767097_NP;price:1850.00;client:desktop;supplier_id:900155040255;asc_category_id:4434;item_id:125767097;sku_id:1034093786;shop_id:72536,"[{'sku': '125767097_NP-1034093788', 'title': 'L', 'skuId': '1034093788', 'count': 0}, {'sku': '125767097_NP-1034093787', 'title': 'M', 'skuId': '1034093787', 'count': 0}, {'sku': '125767097_NP-1034093786', 'title': 'S', 'skuId': '1034093786', 'count': 0}, {'sku': '125767097_NP-1034093789', 'title': 'XL', 'skuId': '1034093789', 'count': 0}, {'sku': '125767097_NP-1034093790', 'title': 'XXL', 'skuId': '1034093790', 'count': 0}]",125767097,Free Shipping,1034093786,True,0,False,query:;nid:125767097;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:125767097_NP;price:1850.00;client:desktop;supplier_id:900155040255;asc_category_id:4434;item_id:125767097;sku_id:1034093786;shop_id:72536,item,1850.00,125767097,search,0,true,1034093786,f71917f99c571e1b059f883cc79904af,1850.00,1,213bce9b16994318657502952ee880,125767097,,3,
Cargo Pants For Ladies - Multiple Color Options | Multisize | Fashion | Tops For Women | Women's Wear,122764069,[],//www.daraz.com.np/products/cargo-pants-for-ladies-multiple-color-options-multisize-fashion-tops-for-women-womens-wear-i122764069-s1033372631.html?search=1,https://static-01.daraz.com.np/p/7448b280b1a7a55f4a3432b311c58fb7.jpg,,,2000.00,null,"Rs. 2,000",,1,nt_product,Nepal,122764069_NP-1033372631,122764069_NP,[],"['Good quality', 'Easy to use', 'Colors available', 'Size available', 'Product available for every age group', 'Fashionable']",39704,No Brand,900155700841,,JURI STORE,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:122764069;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:122764069_NP;price:2000.00;client:desktop;supplier_id:900155700841;asc_category_id:4434;item_id:122764069;sku_id:1033372631;shop_id:75269,"[{'sku': '122764069_NP-1033372633', 'title': 'L', 'skuId': '1033372633', 'count': 0}, {'sku': '122764069_NP-1033372632', 'title': 'M', 'skuId': '1033372632', 'count': 0}, {'sku': '122764069_NP-1033372631', 'title': 'S', 'skuId': '1033372631', 'count': 0}, {'sku': '122764069_NP-1033372634', 'title': 'XL', 'skuId': '1033372634', 'count': 0}, {'sku': '122764069_NP-1033372635', 'title': 'XXL', 'skuId': '1033372635', 'count': 0}]",122764069,,1033372631,True,0,False,query:;nid:122764069;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:122764069_NP;price:2000.00;client:desktop;supplier_id:900155700841;asc_category_id:4434;item_id:122764069;sku_id:1033372631;shop_id:75269,item,2000.00,122764069,search,0,false,1033372631,f71917f99c571e1b059f883cc79904af,2000.00,1,213bce9b16994318657502952ee880,122764069,,5,50000001512009
