name,nid,icons,productUrl,image,price,promotionId,priceShow,ratingScore,review,installment,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,originalPrice,originalPriceShow,discount,utLogMap.voucherIds
ZH Plain Off-white Formal Pant for Women,127990568,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/zh-plain-off-white-formal-pant-for-women-i127990568-s1035029782.html?search=1,https://static-01.daraz.com.np/p/655cc283f8e99a54dd9e23b1233f3c3a.jpg,1831,null,"Rs. 1,831",4.3,3,,nt_product,Nepal,127990568_NP-1035029782,127990568_NP,[],"[' Material : Chiffon', ' Size : S/M/L/XL/XXL (26-30)', ' Colour : Off White', ' Comfortable', ' Breathable ']",39704,No Brand,900154284800,,Hot Topic,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127990568;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127990568_NP;price:1831;client:desktop;supplier_id:900154284800;asc_category_id:4434;item_id:127990568;sku_id:1035029782;shop_id:68000,"[{'sku': '127990568_NP-1035029784', 'title': 'L', 'skuId': '1035029784', 'count': 0}, {'sku': '127990568_NP-1035029783', 'title': 'M', 'skuId': '1035029783', 'count': 0}, {'sku': '127990568_NP-1035029782', 'title': 'S', 'skuId': '1035029782', 'count': 0}, {'sku': '127990568_NP-1035029785', 'title': 'XL', 'skuId': '1035029785', 'count': 0}, {'sku': '127990568_NP-1035029786', 'title': 'XXL', 'skuId': '1035029786', 'count': 0}]",127990568,Free Shipping,1035029782,True,0,False,query:;nid:127990568;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127990568_NP;price:1831;client:desktop;supplier_id:900154284800;asc_category_id:4434;item_id:127990568;sku_id:1035029782;shop_id:68000,item,1850.00,127990568,search,1,true,1035029782,574e15ed216a5f0267793e13699cb759,1831,1,2141132616994318186576185e0177,127990568,1850.00,"Rs. 1,850",-1%,
Nepster Dark Grey High Rise Premium Straight Cotton Cargo Box Pants For Women,128125156,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/nepster-dark-grey-high-rise-premium-straight-cotton-cargo-box-pants-for-women-i128125156-s1035206564.html?search=1,https://static-01.daraz.com.np/p/aaf2f35118faf0af218bbacd6705d4f4.jpg,1372,null,"Rs. 1,372",4.5,4,,nt_product,Nepal,128125156_NP-1035206564,128125156_NP,[],"['Cargo Box Cotton Pant For Women', 'Has a Zip and Button Closure', 'Has Six Pockets (4 Box Pockets)', 'Available Sizes: 27, 28, 29, 30, 31 and 32.', 'Waistband with belt loops', '98% cotton, 2% elastane', 'Hand/Machine Wash', 'Length: 38/39 inches']",126528810,Nepster,900159987888,,NEPSTER,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128125156;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:128125156_NP;price:1372;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128125156;sku_id:1035206564;shop_id:102739,"[{'sku': '128125156_NP-1035206565', 'title': 'Waist:27', 'skuId': '1035206565', 'count': 0}, {'sku': '128125156_NP-1035206569', 'title': 'Waist:28', 'skuId': '1035206569', 'count': 0}, {'sku': '128125156_NP-1035206568', 'title': 'Waist:29', 'skuId': '1035206568', 'count': 0}, {'sku': '128125156_NP-1035206567', 'title': 'Waist:30', 'skuId': '1035206567', 'count': 0}, {'sku': '128125156_NP-1035206566', 'title': 'Waist:31', 'skuId': '1035206566', 'count': 0}, {'sku': '128125156_NP-1035206564', 'title': 'Waist:32', 'skuId': '1035206564', 'count': 0}]",128125156,,1035206564,True,0,False,query:;nid:128125156;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:128125156_NP;price:1372;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128125156;sku_id:1035206564;shop_id:102739,item,1800.00,128125156,search,24,false,1035206564,574e15ed216a5f0267793e13699cb759,1372,1,2141132616994318186576185e0177,128125156,1800.00,"Rs. 1,800",-24%,
Women High Waist Pantyhose Stockings,111956035,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-high-waist-pantyhose-stockings-i111956035-s1030280760.html?search=1,https://static-01.daraz.com.np/p/93e6be1fa84d8be6b29c722e75484860.jpg,299.00,null,Rs. 299,2.5,2,,nt_product,Nepal,111956035_NP-1030280760,111956035_NP,[],"['Women&#39;s Panty Hose Stockings Tights - Perfect Fit', 'Classy, Thinnest Stockings,Lightweight, Comfortable,Soft Fabric', 'Lightweight, Comfortable, Classy, Stretchy Japan Nylon 66 Multi Yarn Fabric', 'Kindly Do Not Wash In Hot Water, Do Not Iron, Do Not Dry In Direct Sunlight', 'Please Note That Sheerness &amp; Color Will Vary Depending Upon The Natural Skin Tone Of The User']",39704,No Brand,900152022005,,Fashion Street,[],0,"[1819, 1820, 1738, 1756]",query:;nid:111956035;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:111956035_NP;price:299.00;client:desktop;supplier_id:900152022005;asc_category_id:1756;item_id:111956035;sku_id:1030280760;shop_id:37061,"[{'sku': '111956035_NP-1030280760', 'title': 'free size', 'skuId': '1030280760', 'count': 0}]",111956035,,1030280760,True,0,False,query:;nid:111956035;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:111956035_NP;price:299.00;client:desktop;supplier_id:900152022005;asc_category_id:1756;item_id:111956035;sku_id:1030280760;shop_id:37061,item,500.00,111956035,search,40,false,1030280760,574e15ed216a5f0267793e13699cb759,299.00,1,2141132616994318186576185e0177,111956035,500.00,Rs. 500,-40%,
Black Cotton Stretchable Side Cut Design Skirt For Women - Fashion | Skirts For Women | Women'S Wear |,126943747,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/black-cotton-stretchable-side-cut-design-skirt-for-women-fashion-skirts-for-women-womens-wear-i126943747-s1034430850.html?search=1,https://static-01.daraz.com.np/p/1d108ac4cad8a0ab84f990a85e49a9ef.jpg,780.00,null,Rs. 780,3.7,7,,nt_product,Nepal,126943747_NP-1034430850,126943747_NP,[],"['Stretchable', 'Waist: Up to 32&quot;', 'Skirts can be more comfortable to wear than tight pants or jeans, especially for people with sensitive skin or mobility issues.', 'They can provide a loose, flowing fit that allows for ease of movement.', 'Comfortable and airy, especially during the warmer months, as they allow air to flow around the legs.', 'Made from soft, lightweight materials that move and drape with your body, allowing for greater ease of movement.']",39704,No Brand,900157374880,,Custom Need,[],0,"[1819, 1820, 1738, 1755]",query:;nid:126943747;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:126943747_NP;price:780.00;client:desktop;supplier_id:900157374880;asc_category_id:1755;item_id:126943747;sku_id:1034430850;shop_id:92397,"[{'sku': '126943747_NP-1034430850', 'title': 'S', 'skuId': '1034430850', 'count': 0}]",126943747,Free Shipping,1034430850,True,0,False,query:;nid:126943747;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:126943747_NP;price:780.00;client:desktop;supplier_id:900157374880;asc_category_id:1755;item_id:126943747;sku_id:1034430850;shop_id:92397,item,780.00,126943747,search,0,true,1034430850,574e15ed216a5f0267793e13699cb759,780.00,1,2141132616994318186576185e0177,126943747,,,,
Bisesh Creation Cotton Lycra Pants For Women - Multicolor | Multisize | Fashion | Pants For Women | Women'S Wear,127327948,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/bisesh-creation-cotton-lycra-pants-for-women-multicolor-multisize-fashion-pants-for-women-womens-wear-i127327948-s1034502673.html?search=1,https://static-01.daraz.com.np/p/9bdb88970d5eb0f53f0760735ea4a0bc.jpg,525.00,null,Rs. 525,4,3,,nt_product,Bagmati,127327948_NP-1034502673,127327948_NP,[],"['Care Instructions: Hand Wash and Machine Only', 'Fit Type: Straight', 'Ankle length loose fit pants with right side zipper pocket', 'Top grade, super smooth, Stretchable knitted fabric', 'Stylish side slits at bottom. Recommended for ladies between 5 feet and 5 feet 5 inches.; Top grade elastic waistband with tapered legs', 'Comfortable all day wear with excellent sweat absorption. To be paired with shirts, tops &amp; Kurtis.', 'Age Range Description: Adult; Style Rise Style: High']",185814,Bisesh Creation,7696,,Bisesh Creation,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:127327948;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127327948_NP;price:525.00;client:desktop;supplier_id:7696;asc_category_id:4442;item_id:127327948;sku_id:1034502673;shop_id:8897,"[{'sku': '127327948_NP-1034502673', 'title': 'Int M', 'skuId': '1034502673', 'count': 0}, {'sku': '127327948_NP-1034502674', 'title': 'Int L', 'skuId': '1034502674', 'count': 0}, {'sku': '127327948_NP-1034502675', 'title': 'Int XL', 'skuId': '1034502675', 'count': 0}]",127327948,Free Shipping,1034502673,True,0,False,query:;nid:127327948;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127327948_NP;price:525.00;client:desktop;supplier_id:7696;asc_category_id:4442;item_id:127327948;sku_id:1034502673;shop_id:8897,item,1050.00,127327948,search,50,true,1034502673,574e15ed216a5f0267793e13699cb759,525.00,1,2141132616994318186576185e0177,127327948,1050.00,"Rs. 1,050",-50%,
Women Thick Casual Pant Style Cross High Waist Leggings Pant For Summer - Fashion | Pants For Women | Women'S Wear,127188431,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-thick-casual-pant-style-cross-high-waist-leggings-pant-for-summer-fashion-pants-for-women-womens-wear-i127188431-s1034493039.html?search=1,https://static-01.daraz.com.np/p/daf1e44dd7eea592232ed25d4b6aeabe.jpg,1249,null,"Rs. 1,249",4.4,11,,nt_product,Nepal,127188431_NP-1034493039,127188431_NP,[],"['Material : Polyester , spandex', 'Pattern Type : Solid', 'Waist Type : High Waist /Cross waist ', 'Style : Casual', 'Pant style :Choose ', 'Front style: Flat ', 'Decoration : None ', 'Closure Type :Elastic Waist ', 'Season : Summer']",39704,No Brand,9000,,ERYAA,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:127188431;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127188431_NP;price:1249;client:desktop;supplier_id:9000;asc_category_id:4442;item_id:127188431;sku_id:1034493039;shop_id:9066,"[{'sku': '127188431_NP-1034493039', 'title': 'Int S', 'skuId': '1034493039', 'count': 0}, {'sku': '127188431_NP-1034493040', 'title': 'Int M', 'skuId': '1034493040', 'count': 0}, {'sku': '127188431_NP-1034493043', 'title': 'Int XXL', 'skuId': '1034493043', 'count': 0}]",127188431,Free Shipping,1034493039,True,0,False,query:;nid:127188431;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127188431_NP;price:1249;client:desktop;supplier_id:9000;asc_category_id:4442;item_id:127188431;sku_id:1034493039;shop_id:9066,item,3000.00,127188431,search,58,true,1034493039,574e15ed216a5f0267793e13699cb759,1249,1,2141132616994318186576185e0177,127188431,3000.00,"Rs. 3,000",-58%,
1 Pair Black Ankle Socks For Women,128238595,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/1-pair-black-ankle-socks-for-women-i128238595-s1035429009.html?search=1,https://static-01.daraz.com.np/p/77e5c980588ee58704afae585a85bb2e.jpg,44.00,null,Rs. 44,,0,,nt_product,Nepal,128238595_NP-1035429009,128238595_NP,[],"['Pack Contains: 1 Pairs Semi Transparent Socks', 'Color: Black', 'Size: Free Size', 'Fit: Skinny', 'Soft, Comfortable &amp; Stylish, Semi Transparent Socks', 'No Worry For Size']",39704,No Brand,900153735717,,Ecommerce mall,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128238595;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:128238595_NP;price:44.00;client:desktop;supplier_id:900153735717;asc_category_id:1756;item_id:128238595;sku_id:1035429009;shop_id:65117,"[{'sku': '128238595_NP-1035429009', 'skuId': '1035429009', 'count': 0}]",128238595,Free Shipping,1035429009,True,0,False,query:;nid:128238595;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:128238595_NP;price:44.00;client:desktop;supplier_id:900153735717;asc_category_id:1756;item_id:128238595;sku_id:1035429009;shop_id:65117,item,60.00,128238595,search,27,true,1035429009,574e15ed216a5f0267793e13699cb759,44.00,1,2141132616994318186576185e0177,128238595,60.00,Rs. 60,-27%,
Wide Leg Cargo Parachute Pant For Women - Black | Fashion Wide Leg Comfortable Casual Pant For Women,127846621,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/wide-leg-cargo-parachute-pant-for-women-black-fashion-wide-leg-comfortable-casual-pant-for-women-i127846621-s1034830773.html?search=1,https://static-01.daraz.com.np/p/8401e34f878294d405ab189669bd91f4.jpg,1200.00,null,"Rs. 1,200",4.7,7,,nt_product,Nepal,127846621_NP-1034830773,127846621_NP,[],"['Wide Leg Cargo Pant', 'Baggy Design', 'Comfortable to Wear', 'Easy to Care', 'Best Offer Price', 'Fashionable and Trendy']",39704,No Brand,900157842795,,yashoda fancy,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127846621;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127846621_NP;price:1200.00;client:desktop;supplier_id:900157842795;asc_category_id:4434;item_id:127846621;sku_id:1034830773;shop_id:96608,"[{'sku': '127846621_NP-1034830773', 'skuId': '1034830773', 'count': 0}]",127846621,Free Shipping,1034830773,True,0,False,query:;nid:127846621;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127846621_NP;price:1200.00;client:desktop;supplier_id:900157842795;asc_category_id:4434;item_id:127846621;sku_id:1034830773;shop_id:96608,item,1600.00,127846621,search,25,true,1034830773,574e15ed216a5f0267793e13699cb759,1200.00,1,2141132616994318186576185e0177,127846621,1600.00,"Rs. 1,600",-25%,
Masala Beads Socks Sole Cactus Jack Fashion Casual Hiphop Cotton Happy Socks For Women - Fashion | Socks For Women |,126360943,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/masala-beads-socks-sole-cactus-jack-fashion-casual-hiphop-cotton-happy-socks-for-women-fashion-socks-for-women-i126360943-s1034232459.html?search=1,https://static-01.daraz.com.np/p/b353cbc2439a2d9cec9fb962b6d3b0dd.jpg,225,null,Rs. 225,4,2,,nt_product,Bagmati,126360943_NP-1034232459,126360943_NP,[],"['SOLE CACTUS JACK SOCKS ', 'FASHION CASUAL ', 'HIPHOP']",186001,Masala Beads,8278,,Masala Beads,[],0,"[1819, 1820, 1738, 1756]",query:;nid:126360943;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:126360943_NP;price:225;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:126360943;sku_id:1034232459;shop_id:8148,"[{'sku': '126360943_NP-1034232459', 'skuId': '1034232459', 'count': 0}]",126360943,Free Shipping,1034232459,True,0,False,query:;nid:126360943;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:126360943_NP;price:225;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:126360943;sku_id:1034232459;shop_id:8148,item,250.00,126360943,search,10,true,1034232459,574e15ed216a5f0267793e13699cb759,225,1,2141132616994318186576185e0177,126360943,250.00,Rs. 250,-10%,
Dapxy Pack of 3 Pairs of Ladies Mesh Ankle Socks for Summers,127001653,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/dapxy-pack-of-3-pairs-of-ladies-mesh-ankle-socks-for-summers-i127001653-s1034440531.html?search=1,https://static-01.daraz.com.np/p/bf3f48d63902e2ef9c6b5d4ed7a5016e.jpg,299,null,Rs. 299,5,1,,nt_product,Nepal,127001653_NP-1034440531,127001653_NP,[],"['Package Contents: Pack of 6 Pairs', 'Fibre Content: 95% Bamboo Cotton &amp; 5% Spandex', 'Style: Net Plain Mesh Design', 'Length: Ankle Length Socks', 'Normal Wash', 'Flexible, Stretchable', 'Easy to Wear', 'Wash instructions ✔Washing with clean water with ordinary temperatures. ✔Do Not Bleach and Do not iron. ✔Machine washable, but we suggest be hand-washed to maintain exceptional feel.']",125853404,DAPXY,900157272549,,dapXy,[],0,"[1819, 1820, 1738, 1756]",query:;nid:127001653;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127001653_NP;price:299;client:desktop;supplier_id:900157272549;asc_category_id:1756;item_id:127001653;sku_id:1034440531;shop_id:90986,"[{'sku': '127001653_NP-1034440531', 'title': 'free size', 'skuId': '1034440531', 'count': 0}]",127001653,Free Shipping,1034440531,True,0,False,query:;nid:127001653;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127001653_NP;price:299;client:desktop;supplier_id:900157272549;asc_category_id:1756;item_id:127001653;sku_id:1034440531;shop_id:90986,item,899.00,127001653,search,67,true,1034440531,574e15ed216a5f0267793e13699cb759,299,1,2141132616994318186576185e0177,127001653,899.00,Rs. 899,-67%,
LOGO Active Wear Set Legging For Women,127967390,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/logo-active-wear-set-legging-for-women-i127967390-s1035002564.html?search=1,https://static-01.daraz.com.np/p/aedb594931604976d01f649062e9d8b7.jpg,2500.00,null,"Rs. 2,500",5,10,,nt_product,Nepal,127967390_NP-1035002564,127967390_NP,[],"['89% Nylon, 11% Elasthane', 'Perfect for workouts/sports', 'Very lightweight fabric', 'Comfortable fit']",55775,LOGO,900152982023,,LOGO,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:127967390;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127967390_NP;price:2500.00;client:desktop;supplier_id:900152982023;asc_category_id:4442;item_id:127967390;sku_id:1035002564;shop_id:56447,"[{'sku': '127967390_NP-1035002568', 'title': 'Int XS', 'skuId': '1035002568', 'count': 0}, {'sku': '127967390_NP-1035002564', 'title': 'Int S', 'skuId': '1035002564', 'count': 0}, {'sku': '127967390_NP-1035002565', 'title': 'Int M', 'skuId': '1035002565', 'count': 0}, {'sku': '127967390_NP-1035002566', 'title': 'Int L', 'skuId': '1035002566', 'count': 0}, {'sku': '127967390_NP-1035002567', 'title': 'Int XL', 'skuId': '1035002567', 'count': 0}]",127967390,Free Shipping,1035002564,True,0,False,query:;nid:127967390;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:127967390_NP;price:2500.00;client:desktop;supplier_id:900152982023;asc_category_id:4442;item_id:127967390;sku_id:1035002564;shop_id:56447,item,2500.00,127967390,search,0,true,1035002564,574e15ed216a5f0267793e13699cb759,2500.00,1,2141132616994318186576185e0177,127967390,,,,
Women Chic Winter Joggers Pyjama - Fleece - Fashion | Joggers For Women | Women's Winter Wear | Pyjama |,123366218,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-chic-winter-joggers-pyjama-fleece-fashion-joggers-for-women-womens-winter-wear-pyjama-i123366218-s1033526043.html?search=1,https://static-01.daraz.com.np/p/390413e8db4bf0b279939fc0767f5c56.jpg,428.00,null,Rs. 428,4,1,,nt_product,Nepal,123366218_NP-1033526043,123366218_NP,[],"['Loose-fit designed for a trendy look', 'Sweat Pants perfect to be worn for the winter', 'Stylish & Chic look', 'Super soft and cozy', 'Closed Ankle', 'Can be worn as casualwear or loungewear for home stay', 'Made of soft polyester fabric', 'Available in trendy colors', 'Free size. Perfect for waist size 30-36']",39704,No Brand,900154488331,,Comfy,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:123366218;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:123366218_NP;price:428.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123366218;sku_id:1033526043;shop_id:69160,"[{'sku': '123366218_NP-1033526043', 'title': 'Int: One size', 'skuId': '1033526043', 'count': 0}]",123366218,Free Shipping,1033526043,True,0,False,query:;nid:123366218;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:123366218_NP;price:428.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123366218;sku_id:1033526043;shop_id:69160,item,825.00,123366218,search,48,true,1033526043,574e15ed216a5f0267793e13699cb759,428.00,1,2141132616994318186576185e0177,123366218,825.00,Rs. 825,-48%,
Women Chic Winter Joggers Pyjama - Fleece - Fashion | Joggers For Women | Women's Winter Wear | Pyjama |,123365346,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-chic-winter-joggers-pyjama-fleece-fashion-joggers-for-women-womens-winter-wear-pyjama-i123365346-s1033523238.html?search=1,https://static-01.daraz.com.np/p/fb4a7e0d24d5af016f6f458bdb97d041.jpg,428.00,null,Rs. 428,4.7,3,,nt_product,Nepal,123365346_NP-1033523238,123365346_NP,[],"['Loose-fit designed for a trendy look', 'Sweat Pants perfect to be worn for the winter', 'Stylish & Chic look', 'Super soft and cozy', 'Closed Ankle', 'Can be worn as casualwear or loungewear for home stay', 'Made of soft polyester fabric', 'Available in trendy colors', 'Free size. Perfect for waist size 30-36']",39704,No Brand,900154488331,,Comfy,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:123365346;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:123365346_NP;price:428.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123365346;sku_id:1033523238;shop_id:69160,"[{'sku': '123365346_NP-1033523238', 'title': 'Int: One size', 'skuId': '1033523238', 'count': 0}]",123365346,Free Shipping,1033523238,True,0,False,query:;nid:123365346;src:LazadaMainSrp;rn:574e15ed216a5f0267793e13699cb759;region:np;sku:123365346_NP;price:428.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123365346;sku_id:1033523238;shop_id:69160,item,825.00,123365346,search,48,true,1033523238,574e15ed216a5f0267793e13699cb759,428.00,1,2141132616994318186576185e0177,123365346,825.00,Rs. 825,-48%,
