name,nid,icons,productUrl,image,originalPrice,originalPriceShow,price,promotionId,priceShow,discount,review,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,freeShipping,installment,ratingScore,utLogMap.voucherIds
Masala Beads Cute Cotton Socks Spring And Summer Thin Section Retro Socks For Womens - Fashion |,128278289,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/masala-beads-cute-cotton-socks-spring-and-summer-thin-section-retro-socks-for-womens-fashion-i128278289-s1035510474.html?search=1,https://static-01.daraz.com.np/p/4b0dcae0ee836a561d81285107b686fe.jpg,150.00,Rs. 150,135,null,Rs. 135,-10%,0,nt_product,Bagmati,128278289_NP-1035510474,128278289_NP,[],"['COMFORTABLE ', 'FOR SOCKS ', 'FASHION AND TRENDY', ""FOR WOMEN'S""]",186001,Masala Beads,8278,,Masala Beads,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128278289;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128278289_NP;price:135;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:128278289;sku_id:1035510474;shop_id:8148,"[{'sku': '128278289_NP-1035510474', 'skuId': '1035510474', 'count': 0}]",128278289,1035510474,True,0,False,query:;nid:128278289;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128278289_NP;price:135;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:128278289;sku_id:1035510474;shop_id:8148,item,150.00,128278289,search,10,true,1035510474,9e3640728e6c855fba38249c76d66d8d,135,1,21411ec416994318386034651e843c,128278289,Free Shipping,,,
Nylon Parachute Pants For Women - Multiple Color | Free Size | Fashion | Pants For Women | Women'S Wear,127851137,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/nylon-parachute-pants-for-women-multiple-color-free-size-fashion-pants-for-women-womens-wear-i127851137-s1035920228.html?search=1,https://static-01.daraz.com.np/p/65fdfcd792faad5bae1eb45ffe7c3756.jpg,,,1600.00,null,"Rs. 1,600",,9,nt_product,Nepal,127851137_NP-1035920228,127851137_NP,[],"['• Hand wash and Machine Wash', '• Stretching', '• Sport pants', '• Color Variety ']",39704,No Brand,900157842795,,yashoda fancy,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127851137;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:127851137_NP;price:1600.00;client:desktop;supplier_id:900157842795;asc_category_id:4434;item_id:127851137;sku_id:1035920228;shop_id:96608,"[{'sku': '127851137_NP-1035920229', 'title': 'XL', 'skuId': '1035920229', 'count': 0}, {'sku': '127851137_NP-1035920228', 'title': 'XXL', 'skuId': '1035920228', 'count': 0}]",127851137,1035920228,True,0,False,query:;nid:127851137;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:127851137_NP;price:1600.00;client:desktop;supplier_id:900157842795;asc_category_id:4434;item_id:127851137;sku_id:1035920228;shop_id:96608,item,1600.00,127851137,search,0,true,1035920228,9e3640728e6c855fba38249c76d66d8d,1600.00,1,21411ec416994318386034651e843c,127851137,Free Shipping,,3.7,
Black Two Toned Solid Ankle Length Socks For Women,103202047,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/black-two-toned-solid-ankle-length-socks-for-women-i103202047-s1023944206.html?search=1,https://static-01.daraz.com.np/p/fdabc735880d7efc68cd12b980af9beb.jpg,,,125.00,null,Rs. 125,,1,nt_product,Nepal,103202047_NP-1023944206,103202047_NP,[],[],39704,No Brand,1008608,,Shree Kalika Cosmetics,[],0,"[1819, 1820, 1738, 1756]",query:;nid:103202047;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:103202047_NP;price:125.00;client:desktop;supplier_id:1008608;asc_category_id:1756;item_id:103202047;sku_id:1023944206;shop_id:18463,"[{'sku': '103202047_NP-1023944206', 'title': 'free size', 'skuId': '1023944206', 'count': 0}]",103202047,1023944206,True,0,False,query:;nid:103202047;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:103202047_NP;price:125.00;client:desktop;supplier_id:1008608;asc_category_id:1756;item_id:103202047;sku_id:1023944206;shop_id:18463,item,125.00,103202047,search,0,false,1023944206,9e3640728e6c855fba38249c76d66d8d,125.00,1,21411ec416994318386034651e843c,103202047,,,5,
Combo Set of Women Pleated Mini Skirt Solid Ruffle Lingerie Skirts and Lingerie Set Free Size Red Color,115549365,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/combo-set-of-women-pleated-mini-skirt-solid-ruffle-lingerie-skirts-and-lingerie-set-free-size-red-color-i115549365-s1031763071.html?search=1,https://static-01.daraz.com.np/p/5fc257e77d312d4013d368b8f5642640.jpg,2619.00,"Rs. 2,619",1919,null,"Rs. 1,919",-27%,0,nt_product,Nepal,115549365_NP-1031763071,115549365_NP,[],"['Size- Free', 'Care Instructions: Hand-wash only, hang dry, do not bleach', ""Occasion: Perfect for Bedroom, Special nights, Nightwear, Valentine's day dress, Honeymoon. Perfect gift for ladies, wife and girlfriend on valentine's day, wedding night, honeymoon or every hot night"", 'Packaging : DISCREET PACKAGING . To protect your privacy']",124342806,Fancyra,900152352085,,Fancyra,[],0,"[1819, 1820, 1738, 1755]",query:;nid:115549365;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:115549365_NP;price:1919;client:desktop;supplier_id:900152352085;asc_category_id:1755;item_id:115549365;sku_id:1031763071;shop_id:44768,"[{'sku': '115549365_NP-1031763071', 'title': 'free size', 'skuId': '1031763071', 'count': 0}]",115549365,1031763071,True,0,False,query:;nid:115549365;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:115549365_NP;price:1919;client:desktop;supplier_id:900152352085;asc_category_id:1755;item_id:115549365;sku_id:1031763071;shop_id:44768,item,2619.00,115549365,search,27,true,1031763071,9e3640728e6c855fba38249c76d66d8d,1919,1,21411ec416994318386034651e843c,115549365,Free Shipping,,,
Pure Cotton Petticoat Inner Skirt Shapewear For Saree,124597551,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pure-cotton-petticoat-inner-skirt-shapewear-for-saree-i124597551-s1033846135.html?search=1,https://static-01.daraz.com.np/p/537499280c9fa5431838d1cf54a0aba9.jpg,,,399.00,null,Rs. 399,,4,nt_product,Nepal,124597551_NP-1033846135,124597551_NP,[],"['Material :100% Cotton', 'Length : 38 Inches ', 'Flair From Bottom : 78 Inches ::', 'Closur Type : Drawstring', 'Size : Free Size [ Maximum Waist Size :-42 Inches ] Excellent Wash Resistance', 'Fabric Care : Wash in Cold Water']",39704,No Brand,900156975002,,Sara Fashion,[],0,"[1819, 1820, 1738, 1755]",query:;nid:124597551;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:124597551_NP;price:399.00;client:desktop;supplier_id:900156975002;asc_category_id:1755;item_id:124597551;sku_id:1033846135;shop_id:87905,"[{'sku': '124597551_NP-1033846135', 'title': 'free size', 'skuId': '1033846135', 'count': 0}]",124597551,1033846135,True,0,False,query:;nid:124597551;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:124597551_NP;price:399.00;client:desktop;supplier_id:900156975002;asc_category_id:1755;item_id:124597551;sku_id:1033846135;shop_id:87905,item,399.00,124597551,search,0,false,1033846135,9e3640728e6c855fba38249c76d66d8d,399.00,1,21411ec416994318386034651e843c,124597551,,,5,
Women Chic Winter Joggers Pyjama - Fleece - Fashion | Joggers For Women | Women's Winter Wear | Pyjama |,123366217,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-chic-winter-joggers-pyjama-fleece-fashion-joggers-for-women-womens-winter-wear-pyjama-i123366217-s1033526042.html?search=1,https://static-01.daraz.com.np/p/30fd5c4643bb9eed78c6a9b48a841b3b.png,825.00,Rs. 825,428.00,null,Rs. 428,-48%,2,nt_product,Nepal,123366217_NP-1033526042,123366217_NP,[],"['Loose-fit designed for a trendy look', 'Sweat Pants perfect to be worn for the winter', 'Stylish &amp; Chic look', 'Super soft and cozy', 'Closed Ankle ', 'Can be worn as casualwear or loungewear for home stay', 'Made of soft polyester fabric', 'Available in trendy colors', 'Free size. Perfect for waist size 30-36']",39704,No Brand,900154488331,,Comfy,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:123366217;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:123366217_NP;price:428.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123366217;sku_id:1033526042;shop_id:69160,"[{'sku': '123366217_NP-1033526042', 'title': 'Int: One size', 'skuId': '1033526042', 'count': 0}]",123366217,1033526042,True,0,False,query:;nid:123366217;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:123366217_NP;price:428.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123366217;sku_id:1033526042;shop_id:69160,item,825.00,123366217,search,48,true,1033526042,9e3640728e6c855fba38249c76d66d8d,428.00,1,21411ec416994318386034651e843c,123366217,Free Shipping,,4,
Women Sports Gym Yoga Workout Cropped Leggings Fitness Lounge Athletic Pants - Fashion | Pants For Women,105484133,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-sports-gym-yoga-workout-cropped-leggings-fitness-lounge-athletic-pants-fashion-pants-for-women-i105484133-s1027252139.html?search=1,https://static-01.daraz.com.np/p/4d5f50365ecbce44bad1117c6a7148ef.jpg,2250.00,"Rs. 2,250",1525.00,null,"Rs. 1,525",-32%,11,nt_product,Nepal,105484133_NP-1027252139,105484133_NP,[],[],39704,No Brand,1007601,,Aarusi center,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:105484133;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:105484133_NP;price:1525.00;client:desktop;supplier_id:1007601;asc_category_id:4442;item_id:105484133;sku_id:1027252139;shop_id:17492,"[{'sku': '105484133_NP-1027252139', 'title': 'free size', 'skuId': '1027252139', 'count': 0}]",105484133,1027252139,True,0,False,query:;nid:105484133;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:105484133_NP;price:1525.00;client:desktop;supplier_id:1007601;asc_category_id:4442;item_id:105484133;sku_id:1027252139;shop_id:17492,item,2250.00,105484133,search,32,true,1027252139,9e3640728e6c855fba38249c76d66d8d,1525.00,1,21411ec416994318386034651e843c,105484133,Free Shipping,,3.4,
"Lycra Saree Shapewear Petticoat for Women, Cotton Blended,Petticoat,Skirts for Women,Shape Wear Dress for Saree",128136973,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/lycra-saree-shapewear-petticoat-for-women-cotton-blendedpetticoatskirts-for-womenshape-wear-dress-for-saree-i128136973-s1035237663.html?search=1,https://static-01.daraz.com.np/p/bbc08f641dde456cb3bb2b8f240a9a3c.jpg,,,999.00,null,Rs. 999,,1,nt_product,Nepal,128136973_NP-1035237663,128136973_NP,[],"['FABRIC: Our saree silhouette is made from a high-quality stretchable polyester-lycra fabric which is very soft, breathable, non-allergic, and skin-friendly.', 'It is not a compress wear but a comfort wear', 'It Can Not Only Be Used For Sarees But For Other Outfits Like Lehengas And Gowns As Well', 'This Saree Silhouette is designed for hug close to your body and it allows the Saree to follow the figuration of your legs and gives you the perfect curvy look', 'EASY MOVEMENT: The Mermaid/fishtail design has more circular fabric at the bottom, so, now you can walk very easily and you can feel comfortable even sitting cross-legged', 'DRAWSTRING &amp; ELASTIC : Mehrang saree silhouette comes with a removable drawstring and high-Quality Elastic at waist round which will never be loose and hold the saree right exactly where you want']",39704,No Brand,900152886089,,Sif Online Shopping,[],0,"[1819, 1820, 1738, 1755]",query:;nid:128136973;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128136973_NP;price:999.00;client:desktop;supplier_id:900152886089;asc_category_id:1755;item_id:128136973;sku_id:1035237663;shop_id:55376,"[{'sku': '128136973_NP-1035237663', 'title': 'free size', 'skuId': '1035237663', 'count': 0}]",128136973,1035237663,True,0,False,query:;nid:128136973;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128136973_NP;price:999.00;client:desktop;supplier_id:900152886089;asc_category_id:1755;item_id:128136973;sku_id:1035237663;shop_id:55376,item,999.00,128136973,search,0,false,1035237663,9e3640728e6c855fba38249c76d66d8d,999.00,1,21411ec416994318386034651e843c,128136973,,,3,
Ultra Thin Skin Stocking For Women - Multicolor | Free Size | Fashion | Stockings For Women | Women'S Wear |,112716807,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/ultra-thin-skin-stocking-for-women-multicolor-free-size-fashion-stockings-for-women-womens-wear-i112716807-s1030531428.html?search=1,https://static-01.daraz.com.np/p/61c47da6384748377fac8c0e37ebd399.jpg,450.00,Rs. 450,350.00,null,Rs. 350,-22%,14,nt_product,Nepal,112716807_NP-1030531428,112716807_NP,[],[],39704,No Brand,900153501912,,Anylady & Dodo Girl Store,[],0,"[1819, 1820, 1738, 1756]",query:;nid:112716807;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:112716807_NP;price:350.00;client:desktop;supplier_id:900153501912;asc_category_id:1756;item_id:112716807;sku_id:1030531428;shop_id:63437,"[{'sku': '112716807_NP-1030531428', 'title': 'free size', 'skuId': '1030531428', 'count': 0}]",112716807,1030531428,True,0,False,query:;nid:112716807;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:112716807_NP;price:350.00;client:desktop;supplier_id:900153501912;asc_category_id:1756;item_id:112716807;sku_id:1030531428;shop_id:63437,item,450.00,112716807,search,22,false,1030531428,9e3640728e6c855fba38249c76d66d8d,350.00,1,21411ec416994318386034651e843c,112716807,,,4.3,
New Korean Crotch A-line Large Swing Skirt For Ladies,128251477,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/new-korean-crotch-a-line-large-swing-skirt-for-ladies-i128251477-s1035429781.html?search=1,https://static-01.daraz.com.np/p/102a5b9b50ab13b064d79ce24d80fe54.jpg,1550.00,"Rs. 1,550",1350.00,null,"Rs. 1,350",-13%,0,nt_product,Nepal,128251477_NP-1035429781,128251477_NP,[],"['Durable and Light Weight', 'Fit Upto 120kg', 'Stylish and Trendy', 'Free Size', 'Good Quality Product']",39704,No Brand,900154749802,,Laxmi shoes collection centre,[],0,"[1819, 1820, 1738, 1755]",query:;nid:128251477;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128251477_NP;price:1350.00;client:desktop;supplier_id:900154749802;asc_category_id:1755;item_id:128251477;sku_id:1035429781;shop_id:70960,"[{'sku': '128251477_NP-1035429781', 'title': 'free size', 'skuId': '1035429781', 'count': 0}]",128251477,1035429781,True,0,False,query:;nid:128251477;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128251477_NP;price:1350.00;client:desktop;supplier_id:900154749802;asc_category_id:1755;item_id:128251477;sku_id:1035429781;shop_id:70960,item,1550.00,128251477,search,13,true,1035429781,9e3640728e6c855fba38249c76d66d8d,1350.00,1,21411ec416994318386034651e843c,128251477,Free Shipping,,,
Soxabox Kurti Pants (Leggings) for Ladies,103031029,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/soxabox-kurti-pants-leggings-for-ladies-i103031029-s1023801015.html?search=1,https://static-01.daraz.com.np/p/64b87c7ff8c5779b16594ecbadea198b.jpg,799.00,Rs. 799,525,null,Rs. 525,-34%,5,nt_product,Nepal,103031029_NP-1023801015,103031029_NP,[],"['Fit Type: Skinny', 'Fabric: 95% Combed Cotton Yarn &amp; 5% Spandex', 'Free Size (Fits upto 42 inches waist)', 'Comfortable Fabric Fully Streachable', 'Care Instruction: Normal Wash', 'Elastic Waistband', 'Style :Solid with Pocket']",39704,No Brand,1002059,,ShreeMangalam,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:103031029;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:103031029_NP;price:525;client:desktop;supplier_id:1002059;asc_category_id:4442;item_id:103031029;sku_id:1023801015;shop_id:11966,"[{'sku': '103031029_NP-1023801015', 'title': 'free size', 'skuId': '1023801015', 'count': 0}]",103031029,1023801015,True,0,False,query:;nid:103031029;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:103031029_NP;price:525;client:desktop;supplier_id:1002059;asc_category_id:4442;item_id:103031029;sku_id:1023801015;shop_id:11966,item,799.00,103031029,search,34,true,1023801015,9e3640728e6c855fba38249c76d66d8d,525,1,21411ec416994318386034651e843c,103031029,Free Shipping,,4.2,
Thigh High With Attached Garter Stocking For Women & Adult,127960644,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/thigh-high-with-attached-garter-stocking-for-women-adult-i127960644-s1034996620.html?search=1,https://np-live-21.slatic.net/kf/Sa8ec495a54db476cbc60e2e164e093729.jpg,,,1450.00,null,"Rs. 1,450",,1,nt_product,Nepal,127960644_NP-1034996620,127960644_NP,[],"['85%Nylon 15%Spandex  * Elastic closure  * Hand Wash Only  * These fish-net stocking tights feature iridescent rhinestones woven throughout. Shine bright like a diamond in these stunning stockings made to make you feel like a million bucks! Stay in trend and make your looks sexy anywhere you go with this pair of rhinestone fishnet stockings  * Sparkle rhinestone fishnets, High Waist stockings, Elasticity waistband, Glitter net tights, Stretch and soft, Optically  slimming effect. These Glitter Pantyhose will catch the light and add even more dazzle to your already dazzling look  * Perfect accessory for a magician, dark fairy, witch, or just an everyday you. Wear these fishnet tights with your ripped jeans,denim shorts, hot pants, tops, short dress, skirts, canvas shoes, high heels, etc.  * Suitable for club, rave clothes festival, clothing party, Halloween, performances, carnivals, towel clubs, and so on, These  sparkly tights are also the love of dance performers  * Classic fishnet style/Sparkle rhinestone style. White/Colorful rhinestone, Net Color: Black, Nude, coffee, blue, green, rosa ,red. Due to the mesh design, a slight drop of the rhinestone on the first use is normal']",39704,No Brand,900157665048,,MOHA - Lingerie & More,[],0,"[1819, 1820, 1738, 1756]",query:;nid:127960644;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:127960644_NP;price:1450.00;client:desktop;supplier_id:900157665048;asc_category_id:1756;item_id:127960644;sku_id:1034996620;shop_id:95032,"[{'sku': '127960644_NP-1034996620', 'title': 'Int: One size', 'skuId': '1034996620', 'count': 0}]",127960644,1034996620,True,0,False,query:;nid:127960644;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:127960644_NP;price:1450.00;client:desktop;supplier_id:900157665048;asc_category_id:1756;item_id:127960644;sku_id:1034996620;shop_id:95032,item,1450.00,127960644,search,0,true,1034996620,9e3640728e6c855fba38249c76d66d8d,1450.00,1,21411ec416994318386034651e843c,127960644,Free Shipping,,3,
Lace Top  Thigh High Stockings For Women,127542151,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/lace-top-thigh-high-stockings-for-women-i127542151-s1034581265.html?search=1,https://static-01.daraz.com.np/p/04cbcedfe19fd66e1f14df0895b84285.jpg,549.00,Rs. 549,379.00,null,Rs. 379,-31%,3,nt_product,Nepal,127542151_NP-1034581265,127542151_NP,[],"['Care Instructions: Hand Wash Only', 'Beautiful lace pattern of the thigh stockings is suitable for women and girls, highlighting nice body line, also the top part of stocking equipped , convenient for daily using', 'Material: nylon material that is breathable and lightweight, the feeling of fabric is smooth and soft, offering you a comfortable wearing experience, also the good tension and elasticity will maintain its shape', 'Suitable occasions: you can match it with skirt, dress, short pants or special costumes to create personal stylish looks, in daily life, you can wear it for parties, shopping, entertainments, performances, shows, dancing and such places you want to be the focus of people', 'Package includes: this package comes with totally 1 pairs of thigh high stocking in different colors, common size fit for most women and girls', 'Notice: please hand wash it before the first wearing, no bleach, no iron, take it away from pointed items, hanging dry to maintain its shape']",39704,No Brand,900152364055,,The Blue Moon,[],0,"[1819, 1820, 1738, 1756]",query:;nid:127542151;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:127542151_NP;price:379.00;client:desktop;supplier_id:900152364055;asc_category_id:1756;item_id:127542151;sku_id:1034581265;shop_id:45042,"[{'sku': '127542151_NP-1034581265', 'title': 'free size', 'skuId': '1034581265', 'count': 0}]",127542151,1034581265,True,0,False,query:;nid:127542151;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:127542151_NP;price:379.00;client:desktop;supplier_id:900152364055;asc_category_id:1756;item_id:127542151;sku_id:1034581265;shop_id:45042,item,549.00,127542151,search,31,true,1034581265,9e3640728e6c855fba38249c76d66d8d,379.00,1,21411ec416994318386034651e843c,127542151,Free Shipping,,4.7,
Binay Embroidery Nepali Cotton Multicolor Joggers For Women - Fashion | Joggers For Women | Women'S Wear | Joggers,125226570,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/binay-embroidery-nepali-cotton-multicolor-joggers-for-women-fashion-joggers-for-women-womens-wear-joggers-i125226570-s1033999075.html?search=1,https://static-01.daraz.com.np/p/dc756f9e252d9d2a753a2d3fb4776ae6.jpg,699.00,Rs. 699,531,null,Rs. 531,-24%,3,nt_product,Nepal,125226570_NP-1033999075,125226570_NP,[],"['Fabric : Mixed Cotton', 'Closure : Elasticated', 'Stylish and comfortable', 'Wash Care : Hand/Machine Wash']",39704,No Brand,1003665,,Binay embroidery,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:125226570;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:125226570_NP;price:531;client:desktop;supplier_id:1003665;asc_category_id:4451;item_id:125226570;sku_id:1033999075;shop_id:13572,"[{'sku': '125226570_NP-1033999075', 'title': 'Int: One size', 'skuId': '1033999075', 'count': 0}]",125226570,1033999075,True,0,False,query:;nid:125226570;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:125226570_NP;price:531;client:desktop;supplier_id:1003665;asc_category_id:4451;item_id:125226570;sku_id:1033999075;shop_id:13572,item,699.00,125226570,search,24,true,1033999075,9e3640728e6c855fba38249c76d66d8d,531,1,21411ec416994318386034651e843c,125226570,Free Shipping,,4,
