name,nid,icons,productUrl,image,originalPrice,originalPriceShow,price,promotionId,priceShow,discount,ratingScore,review,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,installment,utLogMap.voucherIds
Thick Fleece Fur Lined Black Leggings For Women,122810244,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/thick-fleece-fur-lined-black-leggings-for-women-i122810244-s1033388266.html?search=1,https://static-01.daraz.com.np/p/88fa1991472cb314397a33ab1000687c.jpg,1000.00,"Rs. 1,000",599.00,null,Rs. 599,-40%,,0,nt_product,Nepal,122810244_NP-1033388266,122810244_NP,[],"['Season : Winter', 'Material: 65% cotton+35% Polyester', 'Good elasticity', 'Extra warm with fur lined', 'Fit 145cm-168cm(weight 40-60kg) Ladies', 'Season : Winter', 'Material : Cotton blended', 'good elasticity', 'extra warm with fur lined']",39704,No Brand,900152826034,,Best  Deal,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:122810244;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:122810244_NP;price:599.00;client:desktop;supplier_id:900152826034;asc_category_id:4442;item_id:122810244;sku_id:1033388266;shop_id:54361,"[{'sku': '122810244_NP-1033388266', 'title': 'free size', 'skuId': '1033388266', 'count': 0}]",122810244,Free Shipping,1033388266,True,0,False,query:;nid:122810244;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:122810244_NP;price:599.00;client:desktop;supplier_id:900152826034;asc_category_id:4442;item_id:122810244;sku_id:1033388266;shop_id:54361,item,1000.00,122810244,search,40,true,1033388266,70b443db64a6e8f5734b7ebf0926f968,599.00,1,213bce9316994318589903508e0470,122810244,,50000001512007
Women's Fleece Lined Leggings Tights Winter Pantyhose Transparent Elastic Warm Thick Stocking,120157680,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/womens-fleece-lined-leggings-tights-winter-pantyhose-transparent-elastic-warm-thick-stocking-i120157680-s1032827040.html?search=1,https://static-01.daraz.com.np/p/3ac59f33d3927c7bd93173222c367439.jpg,1199.00,"Rs. 1,199",1049.00,null,"Rs. 1,049",-13%,4.6,24,nt_product,Nepal,120157680_NP-1032827040,120157680_NP,[],"['1. These opaque elastic tights shape your legs and make your legs thinner and longer. Lined with velvet to keep you warm in winter', '2. It is very suitable for wearing under pants, shorts, skirts, tunic and long sweaters. It is a good choice for winter boots and high heels.', '3. Super flexible and lightweight. When worn alone or under clothing that allows you to move unrestrictedly, this will not add to the bulkiness.', '4. Slim and shape your body. This also effectively tightens your legs and flattens your stomach, making you look slimmer.', '5. Suitable for all women. This is full of flexibility, suitable for women of all shapes!']",39704,No Brand,900152364056,,The Purple Arrow,[],0,"[1819, 1820, 1738, 1756]",query:;nid:120157680;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:120157680_NP;price:1049.00;client:desktop;supplier_id:900152364056;asc_category_id:1756;item_id:120157680;sku_id:1032827040;shop_id:45043,"[{'sku': '120157680_NP-1032827040', 'title': 'free size', 'skuId': '1032827040', 'count': 0}]",120157680,Free Shipping,1032827040,True,0,False,query:;nid:120157680;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:120157680_NP;price:1049.00;client:desktop;supplier_id:900152364056;asc_category_id:1756;item_id:120157680;sku_id:1032827040;shop_id:45043,item,1199.00,120157680,search,13,true,1032827040,70b443db64a6e8f5734b7ebf0926f968,1049.00,1,213bce9316994318589903508e0470,120157680,,
Pack of 8 (4 Pairs) Women Velvet Fur Inside Winter Socks - Multicolor,109044959,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-8-4-pairs-women-velvet-fur-inside-winter-socks-multicolor-i109044959-s1029458428.html?search=1,https://static-01.daraz.com.np/p/465dcb7ffb8b89837978c9b0ebe7d5a0.jpg,699.00,Rs. 699,349.00,null,Rs. 349,-50%,4.4,5,nt_product,Nepal,109044959_NP-1029458428,109044959_NP,[],[],39704,No Brand,900151536191,,AA collection,[],0,"[1819, 1820, 1738, 1756]",query:;nid:109044959;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:109044959_NP;price:349.00;client:desktop;supplier_id:900151536191;asc_category_id:1756;item_id:109044959;sku_id:1029458428;shop_id:29295,"[{'sku': '109044959_NP-1029458428', 'title': 'free size', 'skuId': '1029458428', 'count': 0}]",109044959,,1029458428,True,0,False,query:;nid:109044959;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:109044959_NP;price:349.00;client:desktop;supplier_id:900151536191;asc_category_id:1756;item_id:109044959;sku_id:1029458428;shop_id:29295,item,699.00,109044959,search,50,false,1029458428,70b443db64a6e8f5734b7ebf0926f968,349.00,1,213bce9316994318589903508e0470,109044959,,
Boss Lady Grey Cotton Highwaist Plain Formal Pant For Women,127818291,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/boss-lady-grey-cotton-highwaist-plain-formal-pant-for-women-i127818291-s1034788241.html?search=1,https://static-01.daraz.com.np/p/292431b3ab8052067383688976dad34c.jpg,2950.00,"Rs. 2,950",2550.00,null,"Rs. 2,550",-14%,,0,nt_product,Nepal,127818291_NP-1034788241,127818291_NP,[],"['Durable Material', 'Comfortable Fit', 'Professional Appearance', 'Easy Care:  Machine washable and resistant to wrinkles and shrinkage.', 'Two Pockets', 'Versatile', 'Cost-effective']",125872849,Boss Lady,900155184995,,Boss Lady,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127818291;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:127818291_NP;price:2550.00;client:desktop;supplier_id:900155184995;asc_category_id:4434;item_id:127818291;sku_id:1034788241;shop_id:73290,"[{'sku': '127818291_NP-1034788241', 'title': 'Waist:31', 'skuId': '1034788241', 'count': 0}]",127818291,Free Shipping,1034788241,True,0,False,query:;nid:127818291;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:127818291_NP;price:2550.00;client:desktop;supplier_id:900155184995;asc_category_id:4434;item_id:127818291;sku_id:1034788241;shop_id:73290,item,2950.00,127818291,search,14,true,1034788241,70b443db64a6e8f5734b7ebf0926f968,2550.00,1,213bce9316994318589903508e0470,127818291,,
Boss Lady Sea Green Cotton Highwaist Plain Formal Pant For Women,127818226,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/boss-lady-sea-green-cotton-highwaist-plain-formal-pant-for-women-i127818226-s1034789178.html?search=1,https://static-01.daraz.com.np/p/fba9469860ece9153eca96e24027b098.jpg,2950.00,"Rs. 2,950",2550.00,null,"Rs. 2,550",-14%,,0,nt_product,Nepal,127818226_NP-1034789178,127818226_NP,[],"['Durable Material', 'Comfortable Fit', 'Professional Appearance', 'Easy Care:  Machine washable and resistant to wrinkles and shrinkage.', 'Two Pockets', 'Versatile', 'Cost-effective']",125872849,Boss Lady,900155184995,,Boss Lady,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127818226;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:127818226_NP;price:2550.00;client:desktop;supplier_id:900155184995;asc_category_id:4434;item_id:127818226;sku_id:1034789178;shop_id:73290,"[{'sku': '127818226_NP-1034789182', 'title': 'Waist:28', 'skuId': '1034789182', 'count': 0}, {'sku': '127818226_NP-1034789181', 'title': 'Waist:29', 'skuId': '1034789181', 'count': 0}, {'sku': '127818226_NP-1034789178', 'title': 'Waist:31', 'skuId': '1034789178', 'count': 0}]",127818226,Free Shipping,1034789178,True,0,False,query:;nid:127818226;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:127818226_NP;price:2550.00;client:desktop;supplier_id:900155184995;asc_category_id:4434;item_id:127818226;sku_id:1034789178;shop_id:73290,item,2950.00,127818226,search,14,true,1034789178,70b443db64a6e8f5734b7ebf0926f968,2550.00,1,213bce9316994318589903508e0470,127818226,,
Boss Lady Brown Cotton Highwaist Plain Formal Pant For Women,127821035,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/boss-lady-brown-cotton-highwaist-plain-formal-pant-for-women-i127821035-s1034784580.html?search=1,https://static-01.daraz.com.np/p/84b08507c6f3da16cd6691462c9c6e34.jpg,2950.00,"Rs. 2,950",2550.00,null,"Rs. 2,550",-14%,,0,nt_product,Nepal,127821035_NP-1034784580,127821035_NP,[],"['Durable Material', 'Comfortable Fit', 'Professional Appearance', 'Easy Care:  Machine washable and resistant to wrinkles and shrinkage.', 'Two Pockets', 'Versatile', 'Cost-effective']",125872849,Boss Lady,900155184995,,Boss Lady,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127821035;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:127821035_NP;price:2550.00;client:desktop;supplier_id:900155184995;asc_category_id:4434;item_id:127821035;sku_id:1034784580;shop_id:73290,"[{'sku': '127821035_NP-1034784584', 'title': 'Waist:27', 'skuId': '1034784584', 'count': 0}, {'sku': '127821035_NP-1034784580', 'title': 'Waist:28', 'skuId': '1034784580', 'count': 0}]",127821035,Free Shipping,1034784580,True,0,False,query:;nid:127821035;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:127821035_NP;price:2550.00;client:desktop;supplier_id:900155184995;asc_category_id:4434;item_id:127821035;sku_id:1034784580;shop_id:73290,item,2950.00,127821035,search,14,true,1034784580,70b443db64a6e8f5734b7ebf0926f968,2550.00,1,213bce9316994318589903508e0470,127821035,,
Attire Nepal White Fur Stretchable Pant For Women (PF-38),101786405,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/attire-nepal-white-fur-stretchable-pant-for-women-pf-38-i101786405-s1030784509.html?search=1,https://static-01.daraz.com.np/p/0b5b5853e5ac56f1032531f7e66ff6f2.jpg,,,1890.00,null,"Rs. 1,890",,5,1,nt_product,Nepal,101786405_NP-1030784509,101786405_NP,[],"['A Quality Product', 'Fashionable and Trendy', 'Comfort to Wear', 'Attractive Design', 'Easy toCare']",202302,Attire Nepal,1000119,,Attire Nepal,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:101786405;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:101786405_NP;price:1890.00;client:desktop;supplier_id:1000119;asc_category_id:4434;item_id:101786405;sku_id:1030784509;shop_id:10064,"[{'sku': '101786405_NP-1030784509', 'title': 'Waist:31', 'skuId': '1030784509', 'count': 0}]",101786405,Free Shipping,1030784509,True,0,False,query:;nid:101786405;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:101786405_NP;price:1890.00;client:desktop;supplier_id:1000119;asc_category_id:4434;item_id:101786405;sku_id:1030784509;shop_id:10064,item,1890.00,101786405,search,0,true,1030784509,70b443db64a6e8f5734b7ebf0926f968,1890.00,1,213bce9316994318589903508e0470,101786405,,
Attire Nepal Black Mixed Cotton Joggers For Women (PF-02),101738432,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/attire-nepal-black-mixed-cotton-joggers-for-women-pf-02-i101738432-s1030917085.html?search=1,https://static-01.daraz.com.np/p/a352300b844990d915c6f9f5f94f9bed.jpg,,,1900.00,null,"Rs. 1,900",,,0,nt_product,Nepal,101738432_NP-1030917085,101738432_NP,[],"['A Quality Product', 'Fashionable and Trendy', 'Comfort to Wear', 'Attractive Design', 'Easy toCare']",202302,Attire Nepal,1000119,,Attire Nepal,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:101738432;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:101738432_NP;price:1900.00;client:desktop;supplier_id:1000119;asc_category_id:4451;item_id:101738432;sku_id:1030917085;shop_id:10064,"[{'sku': '101738432_NP-1030917085', 'title': 'Int XL', 'skuId': '1030917085', 'count': 0}, {'sku': '101738432_NP-1030917086', 'title': 'Int XXL', 'skuId': '1030917086', 'count': 0}, {'sku': '101738432_NP-1030917087', 'title': 'Int 3XL', 'skuId': '1030917087', 'count': 0}]",101738432,Free Shipping,1030917085,True,0,False,query:;nid:101738432;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:101738432_NP;price:1900.00;client:desktop;supplier_id:1000119;asc_category_id:4451;item_id:101738432;sku_id:1030917085;shop_id:10064,item,1900.00,101738432,search,0,true,1030917085,70b443db64a6e8f5734b7ebf0926f968,1900.00,1,213bce9316994318589903508e0470,101738432,,
Lorpen  Coolmax Light Hiker Socks,103038080,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/lorpen-coolmax-light-hiker-socks-tccf-i103038080-s1024216338.html?search=1,https://static-01.daraz.com.np/p/4fddb6fdd21a4e67b60dc76c349c4f05.jpg,,,1930.00,null,"Rs. 1,930",,,0,nt_product,Nepal,103038080_NP-1024216338,103038080_NP,[],"['Crew height sock', 'Coolmax Fibers wick moisture away from the foot', '100% Other Fibers', 'Machine Wash', 'medium-regular', '10% ea. Lycra all throughout the sock means no slipping or bunching up. These socks will stay up in your ski boots all day long', 'Flat knit toe seam means no irritation on your toes. Mesh venting for added breathability ', 'Use: hiking, trekking']",73067,Lorpen,1005742,,PPT Outdoor,[],0,"[1819, 1820, 1738, 1756]",query:;nid:103038080;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:103038080_NP;price:1930.00;client:desktop;supplier_id:1005742;asc_category_id:1756;item_id:103038080;sku_id:1024216338;shop_id:15615,"[{'sku': '103038080_NP-1024222300', 'title': 'Int S', 'skuId': '1024222300', 'count': 0}, {'sku': '103038080_NP-1024222302', 'title': 'Int L', 'skuId': '1024222302', 'count': 0}, {'sku': '103038080_NP-1024216338', 'title': 'Int XL', 'skuId': '1024216338', 'count': 0}]",103038080,Free Shipping,1024216338,True,0,False,query:;nid:103038080;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:103038080_NP;price:1930.00;client:desktop;supplier_id:1005742;asc_category_id:1756;item_id:103038080;sku_id:1024216338;shop_id:15615,item,1930.00,103038080,search,0,true,1024216338,70b443db64a6e8f5734b7ebf0926f968,1930.00,1,213bce9316994318589903508e0470,103038080,,
Binay Embroidery Neon Green Joggers For Women - Fashion | Joggers For Women | Women's Wear | Multisize |,109488734,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/binay-embroidery-neon-green-joggers-for-women-fashion-joggers-for-women-womens-wear-multisize-i109488734-s1029613598.html?search=1,https://static-01.daraz.com.np/p/2d5e0cd3b0d87be33fab1b77404ecc0a.jpg,1299.00,"Rs. 1,299",791.00,null,Rs. 791,-39%,5,1,nt_product,Nepal,109488734_NP-1029613598,109488734_NP,[],"['Fabric : Mixed Cotton', 'Closure : Elasticated', 'Stylish and comfortable', 'Wash Care : Hand/Machine Wash']",39704,No Brand,1003665,,Binay embroidery,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:109488734;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:109488734_NP;price:791.00;client:desktop;supplier_id:1003665;asc_category_id:4451;item_id:109488734;sku_id:1029613598;shop_id:13572,"[{'sku': '109488734_NP-1029613598', 'title': 'Int M', 'skuId': '1029613598', 'count': 0}, {'sku': '109488734_NP-1029613599', 'title': 'Int L', 'skuId': '1029613599', 'count': 0}]",109488734,Free Shipping,1029613598,True,0,False,query:;nid:109488734;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:109488734_NP;price:791.00;client:desktop;supplier_id:1003665;asc_category_id:4451;item_id:109488734;sku_id:1029613598;shop_id:13572,item,1299.00,109488734,search,39,true,1029613598,70b443db64a6e8f5734b7ebf0926f968,791.00,1,213bce9316994318589903508e0470,109488734,,
Fishnet Panty Hose Net Stockings For Women,126667566,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/fishnet-panty-hose-net-stockings-for-women-i126667566-s1034342160.html?search=1,https://static-01.daraz.com.np/p/7d19bf4f387c5d04d13ca21a847f8d42.jpg,399.00,Rs. 399,280.00,null,Rs. 280,-30%,1,1,nt_product,Nepal,126667566_NP-1034342160,126667566_NP,[],"['Material: 90% Poliammide&amp; 10% Spandex; High Quality, Very comfortable, soft, greater durablity and stretchability, not easy to rip off', 'Trendy Sexy Fishnet Style - The fishnet stockings giving your legs a skinny and unique appearance. Dressing stockings coupled with your favorite skirts or shorts, these are a perfect fit and will let you show off your fashion sense in a creative manner.', 'Applicable to many occasions - Provide Fashion Style for any wardrobe; fit well with dresses, skirts, high heels, etc. - Applicable to many occasions, casual, home, party, etc.', ""Comfort &amp; High Elasticity - Stretch Waist for Added Comfort - Comfortably hug your legs with their stretch-fit. - Please allow slight size deviation due to high elasticity. It will be comfortable after 1-2 mins'""]",39704,No Brand,900152061008,,Yuvan Online Best Service,[],0,"[1819, 1820, 1738, 1756]",query:;nid:126667566;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:126667566_NP;price:280.00;client:desktop;supplier_id:900152061008;asc_category_id:1756;item_id:126667566;sku_id:1034342160;shop_id:37457,"[{'sku': '126667566_NP-1034342160', 'skuId': '1034342160', 'count': 0}]",126667566,,1034342160,True,0,False,query:;nid:126667566;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:126667566_NP;price:280.00;client:desktop;supplier_id:900152061008;asc_category_id:1756;item_id:126667566;sku_id:1034342160;shop_id:37457,item,399.00,126667566,search,30,false,1034342160,70b443db64a6e8f5734b7ebf0926f968,280.00,1,213bce9316994318589903508e0470,126667566,,
Woolen Leggings,109850495,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/woolen-leggings-i109850495-s1029761099.html?search=1,https://static-01.daraz.com.np/p/11e67a0757e0827ba160cfda36552523.jpg,750.00,Rs. 750,550.00,null,Rs. 550,-27%,,0,nt_product,Nepal,109850495_NP-1029761099,109850495_NP,[],"['Fit Type: Slim', 'Care Instructions: Hand wash, do not bleach', 'Fit Type: Slim', 'Warm &amp; Cozy, Stay warm while feeling comfortable and looking great with this woolen leggings for Girls &amp; Women', 'Size: Free Size - Fits to the waist size between 28 inches to 44 inches', 'Stretch cotton ribbed elastic waist ,fits snuggly, not too tight or too loose Woolen Leggings Stretchable Solid Color Winter Leggings']",39704,No Brand,9221,,A Collection,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:109850495;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:109850495_NP;price:550.00;client:desktop;supplier_id:9221;asc_category_id:4442;item_id:109850495;sku_id:1029761099;shop_id:9256,"[{'sku': '109850495_NP-1029761099', 'title': 'Waist:44', 'skuId': '1029761099', 'count': 0}]",109850495,Free Shipping,1029761099,True,0,False,query:;nid:109850495;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:109850495_NP;price:550.00;client:desktop;supplier_id:9221;asc_category_id:4442;item_id:109850495;sku_id:1029761099;shop_id:9256,item,750.00,109850495,search,27,true,1029761099,70b443db64a6e8f5734b7ebf0926f968,550.00,1,213bce9316994318589903508e0470,109850495,,
Attire Nepal Solid Stretchable Jeggings For Women,107448219,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/womens-high-rise-colour-blocked-yoga-pants-by-attire-nepal-i107448219-s1028791852.html?search=1,https://static-01.daraz.com.np/p/ab34ff2dc1a58d45b66c2f38b19ec243.jpg,,,1499.00,null,"Rs. 1,499",,,0,nt_product,Nepal,107448219_NP-1028791852,107448219_NP,[],"['A Quality Product', 'Fashionable and Trendy', 'Comfort to Wear', 'Attractive Design', 'Easy to\xa0Care']",202302,Attire Nepal,1000119,,Attire Nepal,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:107448219;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:107448219_NP;price:1499.00;client:desktop;supplier_id:1000119;asc_category_id:4442;item_id:107448219;sku_id:1028791852;shop_id:10064,"[{'sku': '107448219_NP-1028791854', 'title': 'Int S', 'skuId': '1028791854', 'count': 0}, {'sku': '107448219_NP-1028791853', 'title': 'Int M', 'skuId': '1028791853', 'count': 0}, {'sku': '107448219_NP-1028791852', 'title': 'Int L', 'skuId': '1028791852', 'count': 0}]",107448219,Free Shipping,1028791852,True,0,False,query:;nid:107448219;src:LazadaMainSrp;rn:70b443db64a6e8f5734b7ebf0926f968;region:np;sku:107448219_NP;price:1499.00;client:desktop;supplier_id:1000119;asc_category_id:4442;item_id:107448219;sku_id:1028791852;shop_id:10064,item,1499.00,107448219,search,0,true,1028791852,70b443db64a6e8f5734b7ebf0926f968,1499.00,1,213bce9316994318589903508e0470,107448219,,
