name,nid,icons,productUrl,image,price,promotionId,priceShow,ratingScore,review,installment,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.x_item_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.voucherIds,utLogMap.x_object_id,originalPrice,originalPriceShow,discount
Pack Of 5 Pairs Women's Fashion Classic Comfortable Cotton Ankle Socks,124058481,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-5-pairs-womens-fashion-classic-comfortable-cotton-ankle-socks-i124058481-s1033670712.html?search=1,https://static-01.daraz.com.np/p/d321afd837fb199608caf28895f88021.png,445,null,Rs. 445,4.6,12,,nt_product,Nepal,124058481_NP-1033670712,124058481_NP,[],"['Pack Of 5 Pairs', '5 Different Colors', 'Fashionable Wear', 'Comfortable And Breathable', 'Pattern May Vary', 'Gender: Women', 'Type: Ankle', 'Material: Cotton']",39704,No Brand,900151896073,,E-Stores,[],0,"[1819, 1820, 1738, 1756]",query:;nid:124058481;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:124058481_NP;price:445;client:desktop;supplier_id:900151896073;asc_category_id:1756;item_id:124058481;sku_id:1033670712;shop_id:35245,"[{'sku': '124058481_NP-1033670712', 'title': 'Int: One size', 'skuId': '1033670712', 'count': 0}]",124058481,Free Shipping,1033670712,True,0,False,query:;nid:124058481;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:124058481_NP;price:445;client:desktop;supplier_id:900151896073;asc_category_id:1756;item_id:124058481;sku_id:1033670712;shop_id:35245,item,495.00,search,10,true,1033670712,124058481,7be4209642c5df23310d258e0531109d,445,1,2141131716994318119292773eeeb7,,124058481,495.00,Rs. 495,-10%
Lace Top Bridal Thigh High Stockings For Women - Black | White | Fashion | Stockings For Women | Women'S Wear |,127241760,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/lace-top-bridal-thigh-high-stockings-for-women-black-white-fashion-stockings-for-women-womens-wear-i127241760-s1034492977.html?search=1,https://static-01.daraz.com.np/p/47322b538de99118a6e935b88c998364.jpg,399.00,null,Rs. 399,4.2,10,,nt_product,Nepal,127241760_NP-1034492977,127241760_NP,[],"['Care Instructions: Hand Wash Only', 'Beautiful lace pattern of the thigh stockings is suitable for women and girls, highlighting nice body line, also the top part of stocking equipped , convenient for daily using', 'Material: nylon material that is breathable and lightweight, the feeling of fabric is smooth and soft, offering you a comfortable wearing experience, also the good tension and elasticity will maintain its shape', 'Suitable occasions: you can match it with skirt, dress, short pants or special costumes to create personal stylish looks, in daily life, you can wear it for parties, shopping, entertainments, performances, shows, dancing and such places you want to be the focus of people', 'Package includes: this package comes with totally 1 pairs of thigh high stocking in different colors, common size fit for most women and girls', 'Notice: please hand wash it  before the first wearing, no bleach, no iron, take it away from pointed items, hanging dry to maintain its shape']",39704,No Brand,900152322004,,thirdeye collection,[],0,"[1819, 1820, 1738, 1756]",query:;nid:127241760;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127241760_NP;price:399.00;client:desktop;supplier_id:900152322004;asc_category_id:1756;item_id:127241760;sku_id:1034492977;shop_id:43935,"[{'sku': '127241760_NP-1034492977', 'title': 'free size', 'skuId': '1034492977', 'count': 0}]",127241760,Free Shipping,1034492977,True,0,False,query:;nid:127241760;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127241760_NP;price:399.00;client:desktop;supplier_id:900152322004;asc_category_id:1756;item_id:127241760;sku_id:1034492977;shop_id:43935,item,599.00,search,33,true,1034492977,127241760,7be4209642c5df23310d258e0531109d,399.00,1,2141131716994318119292773eeeb7,,127241760,599.00,Rs. 599,-33%
Side Pocket Design Cargo Pants For Women - Black | Multisize Option | Fashion | Pants For Women | Cargo Pants,124803828,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/side-pocket-design-cargo-pants-for-women-black-multisize-option-fashion-pants-for-women-cargo-pants-i124803828-s1033908165.html?search=1,https://static-01.daraz.com.np/p/546b7da7d5063ca37bd68522a0f5c30b.jpg,1250.00,null,"Rs. 1,250",4,11,,nt_product,Nepal,124803828_NP-1033908165,124803828_NP,[],"['Material-Cotton', 'Fashionable', 'Attractive', 'Good Quality Product', 'Durable and comfortable']",39704,No Brand,900155040255,,Mini fashion collection,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:124803828;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:124803828_NP;price:1250.00;client:desktop;supplier_id:900155040255;asc_category_id:4434;item_id:124803828;sku_id:1033908165;shop_id:72536,"[{'sku': '124803828_NP-1033908167', 'title': 'L', 'skuId': '1033908167', 'count': 0}, {'sku': '124803828_NP-1033908166', 'title': 'M', 'skuId': '1033908166', 'count': 0}, {'sku': '124803828_NP-1033908165', 'title': 'S', 'skuId': '1033908165', 'count': 0}, {'sku': '124803828_NP-1033908168', 'title': 'XL', 'skuId': '1033908168', 'count': 0}, {'sku': '124803828_NP-1033908169', 'title': 'XXL', 'skuId': '1033908169', 'count': 0}]",124803828,Free Shipping,1033908165,True,0,False,query:;nid:124803828;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:124803828_NP;price:1250.00;client:desktop;supplier_id:900155040255;asc_category_id:4434;item_id:124803828;sku_id:1033908165;shop_id:72536,item,1600.00,search,22,true,1033908165,124803828,7be4209642c5df23310d258e0531109d,1250.00,1,2141131716994318119292773eeeb7,,124803828,1600.00,"Rs. 1,600",-22%
Women Thick Casual Pant Style High Waist Fur Leggings Pant - Fashion | Pants For Women | Women'S Wear,122528508,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-thick-casual-pant-style-high-waist-fur-leggings-pant-fashion-pants-for-women-womens-wear-i122528508-s1033317518.html?search=1,https://static-01.daraz.com.np/p/aec9383fbf4173c58be9efe0aeae06ea.jpg,1700.00,null,"Rs. 1,700",4.6,10,,nt_product,Nepal,122528508_NP-1033317518,122528508_NP,[],"['Material : Wool', 'Closure Type : Elastic Waist', 'Pant Length : Full', 'Sport Type : Yoga', 'Product Length : Full Length', 'Fit Type : Regular ']",39704,No Brand,9000,,ERYAA,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:122528508;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:122528508_NP;price:1700.00;client:desktop;supplier_id:9000;asc_category_id:4442;item_id:122528508;sku_id:1033317518;shop_id:9066,"[{'sku': '122528508_NP-1033317518', 'title': 'Int S', 'skuId': '1033317518', 'count': 0}]",122528508,Free Shipping,1033317518,True,0,False,query:;nid:122528508;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:122528508_NP;price:1700.00;client:desktop;supplier_id:9000;asc_category_id:4442;item_id:122528508;sku_id:1033317518;shop_id:9066,item,3000.00,search,43,true,1033317518,122528508,7be4209642c5df23310d258e0531109d,1700.00,1,2141131716994318119292773eeeb7,50000001512009,122528508,3000.00,"Rs. 3,000",-43%
LOGO Stovepipe Pant For Women,127968651,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/logo-stovepipe-pant-for-women-i127968651-s1035011306.html?search=1,https://static-01.daraz.com.np/p/a03c07093f1c5ca20c2b56cc0796c45e.jpg,2200.00,null,"Rs. 2,200",4.6,16,,nt_product,Nepal,127968651_NP-1035011306,127968651_NP,[],"['97% cotton 3% elastane', 'Lightweight fabric ', 'Good for summer ', 'Wash as per the instruction on care label']",55775,LOGO,900152982023,,LOGO,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127968651;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127968651_NP;price:2200.00;client:desktop;supplier_id:900152982023;asc_category_id:4434;item_id:127968651;sku_id:1035011306;shop_id:56447,"[{'sku': '127968651_NP-1035011306', 'title': 'Int:30', 'skuId': '1035011306', 'count': 0}, {'sku': '127968651_NP-1035011307', 'title': 'Int:32', 'skuId': '1035011307', 'count': 0}, {'sku': '127968651_NP-1035011308', 'title': 'Int:34', 'skuId': '1035011308', 'count': 0}, {'sku': '127968651_NP-1035011309', 'title': 'Int:36', 'skuId': '1035011309', 'count': 0}]",127968651,Free Shipping,1035011306,True,0,False,query:;nid:127968651;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127968651_NP;price:2200.00;client:desktop;supplier_id:900152982023;asc_category_id:4434;item_id:127968651;sku_id:1035011306;shop_id:56447,item,2200.00,search,0,true,1035011306,127968651,7be4209642c5df23310d258e0531109d,2200.00,1,2141131716994318119292773eeeb7,50000003050027,127968651,,,
Warm Winter Fake Skin Transparent High Waist Stretchy Leggings Stockings For Women,128011196,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/warm-winter-fake-skin-transparent-high-waist-stretchy-leggings-stockings-for-women-i128011196-s1035056108.html?search=1,https://static-01.daraz.com.np/p/731236577eba2d4fc54f50e799686048.jpg,950.00,null,Rs. 950,4.3,4,,nt_product,Nepal,128011196_NP-1035056108,128011196_NP,[],"['Winter Pantyhose.This pantyhose looks fashionable like a sheer pantyhose while the inner fleece keep you warm and comfortable.', 'For Every Women.This is stretchy and great for all women of all sizes. Perfect Match To Any Outfit. Perfect match with your dresses, skirts, long sweater, boots, high heels, and more.', 'Slims And Shapes Your Body.This also effectively firms your legs and flattens your stomach for a slimmer appearance.', 'Super Stretchy And Lightweight. This does not add bulky feeling when worn alone or under clothes that allows you to move without restrictions.', 'Your Everyday Wear.It can be worn also on a regular day, at the office, school, for casual occasions and stylish events. It is easy to wash and maintain as it is strong and durable.']",39704,No Brand,9331,,Sale Sansar,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:128011196;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128011196_NP;price:950.00;client:desktop;supplier_id:9331;asc_category_id:4442;item_id:128011196;sku_id:1035056108;shop_id:9350,"[{'sku': '128011196_NP-1035056108', 'title': 'free size', 'skuId': '1035056108', 'count': 0}]",128011196,Free Shipping,1035056108,True,0,False,query:;nid:128011196;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128011196_NP;price:950.00;client:desktop;supplier_id:9331;asc_category_id:4442;item_id:128011196;sku_id:1035056108;shop_id:9350,item,1550.00,search,39,true,1035056108,128011196,7be4209642c5df23310d258e0531109d,950.00,1,2141131716994318119292773eeeb7,,128011196,1550.00,"Rs. 1,550",-39%
Cotton Butterfly Printed Trapped Leg Design Joggers For Women,128297962,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/cotton-butterfly-printed-trapped-leg-design-joggers-for-women-i128297962-s1035556063.html?search=1,https://static-01.daraz.com.np/p/6dfbfb6632378d1d857e6f72d7535c00.jpg,648,null,Rs. 648,3,1,,nt_product,Nepal,128297962_NP-1035556063,128297962_NP,[],"['Comfortable Fit: Designed for comfort with a relaxed and loose fit.', 'Versatile Style: Suitable for both active wear and casual everyday wear.', 'Elastic Waistband: Typically equipped with an elastic waistband for an adjustable and secure fit.', 'Tapered Leg Design: Often features a tapered leg for a modern and stylish look.', 'Pockets: Includes practical pockets for convenience and functionality.', 'Warmth: Provides warmth and insulation, making them suitable for cooler weather.', 'Easy to Pair: Pairs well with t-shirts, hoodies, or sneakers for a casual and comfortable outfit.', 'Travel-Friendly: A great choice for travel due to their comfort and versatility']",39704,No Brand,900168480016,,Petal & Threads,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:128297962;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128297962_NP;price:648;client:desktop;supplier_id:900168480016;asc_category_id:4451;item_id:128297962;sku_id:1035556063;shop_id:106514,"[{'sku': '128297962_NP-1035556063', 'title': 'free size', 'skuId': '1035556063', 'count': 0}]",128297962,Free Shipping,1035556063,True,0,False,query:;nid:128297962;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128297962_NP;price:648;client:desktop;supplier_id:900168480016;asc_category_id:4451;item_id:128297962;sku_id:1035556063;shop_id:106514,item,920.00,search,30,true,1035556063,128297962,7be4209642c5df23310d258e0531109d,648,1,2141131716994318119292773eeeb7,,128297962,920.00,Rs. 920,-30%
Warm Inner Fur High Rise Leggings For Women,122600625,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/warm-inner-fur-high-rise-leggings-for-women-i122600625-s1033332497.html?search=1,https://static-01.daraz.com.np/p/7fdf3c1144f1193d0eea942608559a3d.jpg,999.00,null,Rs. 999,5,2,,nt_product,Nepal,122600625_NP-1033332497,122600625_NP,[],"['High Rise Fancy Leggings', 'Elasticated Waist band', 'Best Suitable For Winters', 'Free sizes available', 'For Waist: 27, 28, 29, 30, 31, 32,33', 'Hand/Machine Wash.']",39704,No Brand,1006682,,Tailor Stitch,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:122600625;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:122600625_NP;price:999.00;client:desktop;supplier_id:1006682;asc_category_id:4442;item_id:122600625;sku_id:1033332497;shop_id:16575,"[{'sku': '122600625_NP-1033332495', 'title': 'L', 'skuId': '1033332495', 'count': 0}, {'sku': '122600625_NP-1033332496', 'title': 'XL', 'skuId': '1033332496', 'count': 0}, {'sku': '122600625_NP-1033332497', 'title': 'XXL', 'skuId': '1033332497', 'count': 0}]",122600625,Free Shipping,1033332497,True,0,False,query:;nid:122600625;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:122600625_NP;price:999.00;client:desktop;supplier_id:1006682;asc_category_id:4442;item_id:122600625;sku_id:1033332497;shop_id:16575,item,2390.00,search,58,true,1033332497,122600625,7be4209642c5df23310d258e0531109d,999.00,1,2141131716994318119292773eeeb7,50000001512009,122600625,2390.00,"Rs. 2,390",-58%
Bisesh Creation Lining Cotton Lycra Pants for women,127328775,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/bisesh-creation-lining-cotton-lycra-pants-for-women-i127328775-s1034924185.html?search=1,https://static-01.daraz.com.np/p/db83955923079a7887eaaf60ba9251d2.jpg,525.00,null,Rs. 525,4,18,,nt_product,Bagmati,127328775_NP-1034924185,127328775_NP,[],"['Care Instructions: Hand Wash and Machine Only', 'Fit Type: Straight', 'Ankle length loose fit pants with right side zipper pocket', 'Top grade, super smooth, Stretchable knitted fabric', 'Stylish side slits at bottom. Recommended for ladies between 5 feet and 5 feet 5 inches.; Top grade elastic waistband with tapered legs', 'Comfortable all day wear with excellent sweat absorption. To be paired with shirts, tops &amp; Kurtis.', 'Age Range Description: Adult; Style Rise Style: High']",185814,Bisesh Creation,7696,,Bisesh Creation,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:127328775;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127328775_NP;price:525.00;client:desktop;supplier_id:7696;asc_category_id:4442;item_id:127328775;sku_id:1034924185;shop_id:8897,"[{'sku': '127328775_NP-1034924186', 'title': 'Int M', 'skuId': '1034924186', 'count': 0}, {'sku': '127328775_NP-1034924187', 'title': 'Int L', 'skuId': '1034924187', 'count': 0}, {'sku': '127328775_NP-1034924185', 'title': 'Int XL', 'skuId': '1034924185', 'count': 0}]",127328775,Free Shipping,1034924185,True,0,False,query:;nid:127328775;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127328775_NP;price:525.00;client:desktop;supplier_id:7696;asc_category_id:4442;item_id:127328775;sku_id:1034924185;shop_id:8897,item,1150.00,search,54,true,1034924185,127328775,7be4209642c5df23310d258e0531109d,525.00,1,2141131716994318119292773eeeb7,,127328775,1150.00,"Rs. 1,150",-54%
Winter Soft Plazo Trouser With Drawstring For Women,128286525,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/winter-soft-plazo-trouser-with-drawstring-for-women-i128286525-s1035535849.html?search=1,https://np-live-21.slatic.net/kf/S152955fd91b34a1cbaa4acf6cb0f694dA.jpg,1089,null,"Rs. 1,089",,0,,nt_product,Nepal,128286525_NP-1035535849,128286525_NP,[],"['Warm material perfect for winter', 'Soft and very comfortable to wear', 'Free size fits to plus size as well', 'Adjustable drawstring design ', 'Perfect for you casual look', 'Perfect for your casual outfits ']",39704,No Brand,900159798112,,Fashion Factory-Nepal,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128286525;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128286525_NP;price:1089;client:desktop;supplier_id:900159798112;asc_category_id:4434;item_id:128286525;sku_id:1035535849;shop_id:102464,"[{'sku': '128286525_NP-1035535849', 'title': 'free size', 'skuId': '1035535849', 'count': 0}]",128286525,,1035535849,True,0,False,query:;nid:128286525;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128286525_NP;price:1089;client:desktop;supplier_id:900159798112;asc_category_id:4434;item_id:128286525;sku_id:1035535849;shop_id:102464,item,1300.00,search,16,false,1035535849,128286525,7be4209642c5df23310d258e0531109d,1089,1,2141131716994318119292773eeeb7,,128286525,1300.00,"Rs. 1,300",-16%
Solid Churidar White Leggings For Women,103662589,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/solid-churidar-leggings-for-women-i103662589-s1024378431.html?search=1,https://static-01.daraz.com.np/p/9c1b0440c5e66b9822daa6ba235ff710.jpg,490.00,null,Rs. 490,4.7,7,,nt_product,Nepal,103662589_NP-1024378431,103662589_NP,[],"['Material : 95% Cotton and 5% spandex', 'Elastic Waistband', 'Fit : Regular', 'Semi-Stretchable', 'Style :Solid', 'Wash Care : Hand/Machine Wash']",39704,No Brand,1010777,,The Sunshine Collection,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:103662589;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:103662589_NP;price:490.00;client:desktop;supplier_id:1010777;asc_category_id:4442;item_id:103662589;sku_id:1024378431;shop_id:20499,"[{'sku': '103662589_NP-1024378431', 'title': 'free size', 'skuId': '1024378431', 'count': 0}]",103662589,Free Shipping,1024378431,True,0,False,query:;nid:103662589;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:103662589_NP;price:490.00;client:desktop;supplier_id:1010777;asc_category_id:4442;item_id:103662589;sku_id:1024378431;shop_id:20499,item,490.00,search,0,true,1024378431,103662589,7be4209642c5df23310d258e0531109d,490.00,1,2141131716994318119292773eeeb7,,103662589,,,
Winter Fake Skin Transparent High Waist Stretchy Leggings Stockings For Women,128370093,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/winter-fake-skin-transparent-high-waist-stretchy-leggings-stockings-for-women-i128370093-s1035814591.html?search=1,https://static-01.daraz.com.np/p/314e0d3eb1c77183a106345172308da2.jpg,950.00,null,Rs. 950,5,2,,nt_product,Nepal,128370093_NP-1035814591,128370093_NP,[],"['Winter Pantyhose.This pantyhose looks fashionable like a sheer pantyhose while the inner fleece keep you warm and comfortable.', 'For Every Women.This is stretchy and great for all women of all sizes. Perfect Match To Any Outfit. Perfect match with your dresses, skirts, long sweater, boots, high heels, and more.', 'Slims And Shapes Your Body.This also effectively firms your legs and flattens your stomach for a slimmer appearance.', 'Super Stretchy And Lightweight. This does not add bulky feeling when worn alone or under clothes that allows you to move without restrictions.', 'Your Everyday Wear. It can be worn also on a regular day, at the office, school, for casual occasions and stylish events. It is easy to wash and maintain as it is strong and durable.']",39704,No Brand,900151902038,,Happy Prints,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:128370093;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128370093_NP;price:950.00;client:desktop;supplier_id:900151902038;asc_category_id:4442;item_id:128370093;sku_id:1035814591;shop_id:35182,"[{'sku': '128370093_NP-1035814591', 'title': 'free size', 'skuId': '1035814591', 'count': 0}]",128370093,Free Shipping,1035814591,True,0,False,query:;nid:128370093;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128370093_NP;price:950.00;client:desktop;supplier_id:900151902038;asc_category_id:4442;item_id:128370093;sku_id:1035814591;shop_id:35182,item,1500.00,search,37,true,1035814591,128370093,7be4209642c5df23310d258e0531109d,950.00,1,2141131716994318119292773eeeb7,,128370093,1500.00,"Rs. 1,500",-37%
Chiffon Formal Pant With Belt Design For Women - Multicolor | Free Size | Fashion | Formal Pants For Women,127089944,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/chiffon-formal-pant-with-belt-design-for-women-multicolor-free-size-fashion-formal-pants-for-women-i127089944-s1034478013.html?search=1,https://static-01.daraz.com.np/p/4edbebfe1a47fc82ee638e993f940a70.jpg,599.00,null,Rs. 599,4,27,,nt_product,Nepal,127089944_NP-1034478013,127089944_NP,[],"['Brand: Generic', 'Style: Formal and Casual', 'Material: Chiffon', 'Comfortable', 'Pattern : Solid', 'Season: Spring,Summer', 'Wash: Hand / Machine']",39704,No Brand,900156810184,,Sansa's Collection All In One Store,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127089944;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127089944_NP;price:599.00;client:desktop;supplier_id:900156810184;asc_category_id:4434;item_id:127089944;sku_id:1034478013;shop_id:85892,"[{'sku': '127089944_NP-1034478013', 'title': 'free size', 'skuId': '1034478013', 'count': 0}]",127089944,Free Shipping,1034478013,True,0,False,query:;nid:127089944;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127089944_NP;price:599.00;client:desktop;supplier_id:900156810184;asc_category_id:4434;item_id:127089944;sku_id:1034478013;shop_id:85892,item,800.00,search,25,true,1034478013,127089944,7be4209642c5df23310d258e0531109d,599.00,1,2141131716994318119292773eeeb7,,127089944,800.00,Rs. 800,-25%
