name,nid,icons,productUrl,image,originalPrice,originalPriceShow,price,promotionId,priceShow,discount,ratingScore,review,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,utLogMap.voucherIds,installment
LOGO Pant For Women,127967356,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/logo-pant-for-women-i127967356-s1034997640.html?search=1,https://static-01.daraz.com.np/p/2dd41914e754ea0a913765024fbc218a.jpg,,,700.00,null,Rs. 700,,4,4,nt_product,Nepal,127967356_NP-1034997640,127967356_NP,[],"['Soft  and skin friendly fabric', 'Comfortable fit ', 'Good for casual wear ']",55775,LOGO,900152982023,,LOGO,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127967356;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:127967356_NP;price:700.00;client:desktop;supplier_id:900152982023;asc_category_id:4434;item_id:127967356;sku_id:1034997640;shop_id:56447,"[{'sku': '127967356_NP-1034997640', 'title': 'Int S', 'skuId': '1034997640', 'count': 0}, {'sku': '127967356_NP-1034997641', 'title': 'Int M', 'skuId': '1034997641', 'count': 0}, {'sku': '127967356_NP-1034997642', 'title': 'Int L', 'skuId': '1034997642', 'count': 0}, {'sku': '127967356_NP-1034997643', 'title': 'Int XL', 'skuId': '1034997643', 'count': 0}]",127967356,Free Shipping,1034997640,True,0,False,query:;nid:127967356;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:127967356_NP;price:700.00;client:desktop;supplier_id:900152982023;asc_category_id:4434;item_id:127967356;sku_id:1034997640;shop_id:56447,item,700.00,127967356,search,0,true,1034997640,f89e004f9b18cd7491c7d695cbbbe911,700.00,1,214112fc16994318319151519e17f5,127967356,,
Black Cotton Side Pocket Design Plain Pants For Women - Black | Free Size | Fashion | Pants For Women,114538775,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/black-cotton-side-pocket-design-plain-pants-for-women-black-free-size-fashion-pants-for-women-i114538775-s1031108134.html?search=1,https://np-live-21.slatic.net/kf/S6d650989d6164a2097e68246c0efc81aJ.jpg,,,650.00,null,Rs. 650,,4.3,13,nt_product,Nepal,114538775_NP-1031108134,114538775_NP,[],"[' Material-Chiffon ', ' Fashionable and stylish', ' Durable and good quality', ' Very comfortable to wear ', ' Made with fine quality fabric']",39704,No Brand,1011337,,Ganga hosiery Udyog,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:114538775;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:114538775_NP;price:650.00;client:desktop;supplier_id:1011337;asc_category_id:4434;item_id:114538775;sku_id:1031108134;shop_id:21026,"[{'sku': '114538775_NP-1031108134', 'title': 'free size', 'skuId': '1031108134', 'count': 0}]",114538775,Free Shipping,1031108134,True,0,False,query:;nid:114538775;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:114538775_NP;price:650.00;client:desktop;supplier_id:1011337;asc_category_id:4434;item_id:114538775;sku_id:1031108134;shop_id:21026,item,650.00,114538775,search,0,true,1031108134,f89e004f9b18cd7491c7d695cbbbe911,650.00,1,214112fc16994318319151519e17f5,114538775,,
Women Pleated Mini Skirt Solid Ruffle Lingerie Skirts Free Size Black Color,127417081,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-pleated-mini-skirt-solid-ruffle-lingerie-skirts-free-size-black-color-i127417081-s1034526482.html?search=1,https://static-01.daraz.com.np/p/aacc196af5637c84bedac13ec73faaa6.png,1190.00,"Rs. 1,190",750.00,null,Rs. 750,-37%,,0,nt_product,Nepal,127417081_NP-1034526482,127417081_NP,[],"['Polyester,Spandex', 'Zipper closure', 'This mini skirt is made of 90% Polyester, 10% Spandex.Very soft and stretchy.The material is smooth and walking around makes it swish and flow.', 'The sex skirts for women get a very stretchy waistband that can easily accommodate and it is not tight around your waist that makes you more comfortable. And the elastic waistband can let you pull the skirt up or down to adjust the length.Stretchy cute and adorable. Fun for those special occasions!', 'The ruffle pleated skirt is very easy to take care,the waist hem kinda will not folds up and bunches up.You can use it as a little shirt-length-extender or its perfect as running or hiking skirt with panties or hose under it.', ""Occasion:this short skirt is perfect for sleepwear, nightwear, lingerie party outfit, anniversaries, valentine's day, bedroom, clubwear,hooween role play, casual short skirt,ect."", 'Package Content: 1 x women ruffle mini skirt lingerie']",39704,No Brand,900153399175,,BioRetails,[],0,"[1819, 1820, 1738, 1755]",query:;nid:127417081;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:127417081_NP;price:750.00;client:desktop;supplier_id:900153399175;asc_category_id:1755;item_id:127417081;sku_id:1034526482;shop_id:61979,"[{'sku': '127417081_NP-1034526482', 'title': 'free size', 'skuId': '1034526482', 'count': 0}]",127417081,Free Shipping,1034526482,True,0,False,query:;nid:127417081;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:127417081_NP;price:750.00;client:desktop;supplier_id:900153399175;asc_category_id:1755;item_id:127417081;sku_id:1034526482;shop_id:61979,item,1190.00,127417081,search,37,true,1034526482,f89e004f9b18cd7491c7d695cbbbe911,750.00,1,214112fc16994318319151519e17f5,127417081,,
Masala Beads Cute Cotton Socks Spring And Summer Thin Section Retro Ankle Socks For Women's - Fashion |,128291501,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/masala-beads-cute-cotton-socks-spring-and-summer-thin-section-retro-ankle-socks-for-womens-fashion-i128291501-s1035548082.html?search=1,https://static-01.daraz.com.np/p/b56a78cc49ce187f8cd0416f845ca5bf.jpg,250.00,Rs. 250,225,null,Rs. 225,-10%,,0,nt_product,Bagmati,128291501_NP-1035548082,128291501_NP,[],"['COMFORTABLE ', 'FOR SOCKS ', 'FASHION AND TRENDY', ""FOR WOMEN'S""]",186001,Masala Beads,8278,,Masala Beads,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128291501;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128291501_NP;price:225;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:128291501;sku_id:1035548082;shop_id:8148,"[{'sku': '128291501_NP-1035548082', 'skuId': '1035548082', 'count': 0}]",128291501,Free Shipping,1035548082,True,0,False,query:;nid:128291501;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128291501_NP;price:225;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:128291501;sku_id:1035548082;shop_id:8148,item,250.00,128291501,search,10,true,1035548082,f89e004f9b18cd7491c7d695cbbbe911,225,1,214112fc16994318319151519e17f5,128291501,,
Nepster Beige High Rise Premium Straight Cotton Cargo Box Pants For Women,128123225,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/nepster-beige-high-rise-premium-straight-cotton-cargo-box-pants-for-women-i128123225-s1035201819.html?search=1,https://static-01.daraz.com.np/p/ad5e269bfe0571d7207d3e84a0643cbf.jpg,1800.00,"Rs. 1,800",1372,null,"Rs. 1,372",-24%,4.5,2,nt_product,Nepal,128123225_NP-1035201819,128123225_NP,[],"['Cargo Box Cotton Pant For Women', 'Has a Zip and Button Closure', 'Has Six Pockets (4 Box Pockets)', 'Available Sizes: 27, 28, 29, 30, 31 and 32.', 'Waistband with belt loops', '98% cotton, 2% elastane', 'Hand/Machine Wash', 'Length: 38/39 inches']",126528810,Nepster,900159987888,,NEPSTER,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128123225;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128123225_NP;price:1372;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128123225;sku_id:1035201819;shop_id:102739,"[{'sku': '128123225_NP-1035201823', 'title': 'Waist:27', 'skuId': '1035201823', 'count': 0}, {'sku': '128123225_NP-1035201821', 'title': 'Waist:28', 'skuId': '1035201821', 'count': 0}, {'sku': '128123225_NP-1035201820', 'title': 'Waist:29', 'skuId': '1035201820', 'count': 0}, {'sku': '128123225_NP-1035201819', 'title': 'Waist:30', 'skuId': '1035201819', 'count': 0}, {'sku': '128123225_NP-1035201824', 'title': 'Waist:31', 'skuId': '1035201824', 'count': 0}, {'sku': '128123225_NP-1035201822', 'title': 'Waist:32', 'skuId': '1035201822', 'count': 0}]",128123225,,1035201819,True,0,False,query:;nid:128123225;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128123225_NP;price:1372;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128123225;sku_id:1035201819;shop_id:102739,item,1800.00,128123225,search,24,false,1035201819,f89e004f9b18cd7491c7d695cbbbe911,1372,1,214112fc16994318319151519e17f5,128123225,,
High Waisted Flared Leggings Tummy Control Flared Trousers Yoga Pants For Women,128140282,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/high-waisted-flared-leggings-tummy-control-flared-trousers-yoga-pants-for-women-i128140282-s1035229498.html?search=1,https://np-live-21.slatic.net/kf/Sb4fed035c5154954a664422725c3c2f5S.jpg,,,1400.00,null,"Rs. 1,400",,5,1,nt_product,Nepal,128140282_NP-1035229498,128140282_NP,[],"['Material: soft polyester, comfortable and breathable, durable enough for your daily wearing and it is very soft, comfortable, stretchy, lightweight and fits your skin.', 'DESIGN STYLE The composite design, soft surface fabric and warm lining will keep you warm in winter. The appearance is simple and generous, you can wear these pants alone, it will become the focus of the audience. In winter, everyone needs a pair of warm pants. It is one of the best choices. Women Summer Casual Pants Trousers High Waist Elastic Yoga Sports Running Trousers', 'Function:Great for casual wear indoors or outdoors, dating, vacation, going out, make you fashion and happiness. It provides lightweight comfort with soft and warm function, it is perfect with sweaters, coats, etc.You can prepare a few more pairs of these pants, and they will be very comfortable throughout the winter.', 'Service:Our pants use soft and comfortable fabric, please choose our product, we will try our best to meet your needs', ""Applicable occasions: daily wear, casual wear, beach, home, party, club, travel, hiking. Suitable for daily wear, holiday, christmas, dating, sports, school, work, street, etc. It's perfect with sweaters, coats, etc.""]",39704,No Brand,900156339449,,Perfectly.fits Store,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128140282;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128140282_NP;price:1400.00;client:desktop;supplier_id:900156339449;asc_category_id:4434;item_id:128140282;sku_id:1035229498;shop_id:80024,"[{'sku': '128140282_NP-1035229501', 'title': 'L', 'skuId': '1035229501', 'count': 0}, {'sku': '128140282_NP-1035229500', 'title': 'M', 'skuId': '1035229500', 'count': 0}, {'sku': '128140282_NP-1035229498', 'title': 'XL', 'skuId': '1035229498', 'count': 0}, {'sku': '128140282_NP-1035229499', 'title': 'XXL', 'skuId': '1035229499', 'count': 0}]",128140282,,1035229498,True,0,False,query:;nid:128140282;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128140282_NP;price:1400.00;client:desktop;supplier_id:900156339449;asc_category_id:4434;item_id:128140282;sku_id:1035229498;shop_id:80024,item,1400.00,128140282,search,0,false,1035229498,f89e004f9b18cd7491c7d695cbbbe911,1400.00,1,214112fc16994318319151519e17f5,128140282,,
"Lycra Saree Shapewear Petticoat for Women, Cotton Blended,Petticoat,Skirts for Women,Shape Wear Dress for Saree",128147109,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/lycra-saree-shapewear-petticoat-for-women-cotton-blendedpetticoatskirts-for-womenshape-wear-dress-for-saree-i128147109-s1035241569.html?search=1,https://static-01.daraz.com.np/p/21099d70eadc20abfa8455b3e080bd84.jpg,,,999.00,null,Rs. 999,,,0,nt_product,Nepal,128147109_NP-1035241569,128147109_NP,[],"['FABRIC: Our saree silhouette is made from a high-quality stretchable polyester-lycra fabric which is very soft, breathable, non-allergic, and skin-friendly.', 'It is not a compress wear but a comfort wear', 'It Can Not Only Be Used For Sarees But For Other Outfits Like Lehengas And Gowns As Well', 'This Saree Silhouette is designed for hug close to your body and it allows the Saree to follow the figuration of your legs and gives you the perfect curvy look', 'EASY MOVEMENT: The Mermaid/fishtail design has more circular fabric at the bottom, so, now you can walk very easily and you can feel comfortable even sitting cross-legged', 'DRAWSTRING &amp; ELASTIC : Mehrang saree silhouette comes with a removable drawstring and high-Quality Elastic at waist round which will never be loose and hold the saree right exactly where you want']",39704,No Brand,900152886089,,Sif Online Shopping,[],0,"[1819, 1820, 1738, 1755]",query:;nid:128147109;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128147109_NP;price:999.00;client:desktop;supplier_id:900152886089;asc_category_id:1755;item_id:128147109;sku_id:1035241569;shop_id:55376,"[{'sku': '128147109_NP-1035241569', 'title': 'free size', 'skuId': '1035241569', 'count': 0}]",128147109,,1035241569,True,0,False,query:;nid:128147109;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128147109_NP;price:999.00;client:desktop;supplier_id:900152886089;asc_category_id:1755;item_id:128147109;sku_id:1035241569;shop_id:55376,item,999.00,128147109,search,0,false,1035241569,f89e004f9b18cd7491c7d695cbbbe911,999.00,1,214112fc16994318319151519e17f5,128147109,,
Masala Beads Korean Fashion Furry Winter Autumn And Winter Cute Kawaii Socks For Women - Fashion | Socks |,123385141,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/masala-beads-korean-fashion-furry-winter-autumn-and-winter-cute-kawaii-socks-for-women-fashion-socks-i123385141-s1033523648.html?search=1,https://static-01.daraz.com.np/p/3cd86ec09e3afe35f962bdb91c7322ec.jpg,250.00,Rs. 250,225,null,Rs. 225,-10%,5,1,nt_product,Bagmati,123385141_NP-1033523648,123385141_NP,[],"['COTTON SOCKS', 'AVAILABLE IN 7 COLOR', ""FOR WOMEN'S"", 'FOR AUTUMN AND WINTER']",186001,Masala Beads,8278,,Masala Beads,[],0,"[1819, 1820, 1738, 1756]",query:;nid:123385141;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:123385141_NP;price:225;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:123385141;sku_id:1033523648;shop_id:8148,"[{'sku': '123385141_NP-1033523648', 'skuId': '1033523648', 'count': 0}]",123385141,Free Shipping,1033523648,True,0,False,query:;nid:123385141;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:123385141_NP;price:225;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:123385141;sku_id:1033523648;shop_id:8148,item,250.00,123385141,search,10,true,1033523648,f89e004f9b18cd7491c7d695cbbbe911,225,1,214112fc16994318319151519e17f5,123385141,,
Black Stocking For Women,124036944,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/black-stocking-for-women-i124036944-s1033671471.html?search=1,https://static-01.daraz.com.np/p/68825d6182b69f5e2af6295b471ea064.jpg,,,999.00,null,Rs. 999,,5,2,nt_product,Nepal,124036944_NP-1033671471,124036944_NP,[],"['Brand : No Brand', 'Material : Silk', 'Comfortable ', 'Fashionable', 'Suitable For Both Youngester &amp; Women', 'Can Be Used For Casual And Official Wear', 'Stretchable']",39704,No Brand,900154011895,,Changing Seasons,[],0,"[1819, 1820, 1738, 1756]",query:;nid:124036944;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:124036944_NP;price:999.00;client:desktop;supplier_id:900154011895;asc_category_id:1756;item_id:124036944;sku_id:1033671471;shop_id:66597,"[{'sku': '124036944_NP-1033671471', 'title': 'free size', 'skuId': '1033671471', 'count': 0}]",124036944,,1033671471,True,0,False,query:;nid:124036944;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:124036944_NP;price:999.00;client:desktop;supplier_id:900154011895;asc_category_id:1756;item_id:124036944;sku_id:1033671471;shop_id:66597,item,999.00,124036944,search,0,false,1033671471,f89e004f9b18cd7491c7d695cbbbe911,999.00,1,214112fc16994318319151519e17f5,124036944,,
Tailor Stitch Formal Belly Design Pant With Belt For Women - Black | Multisize | Fashion | Pants For Women,107652209,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/tailor-stitch-formal-belly-design-pant-with-belt-for-women-black-multisize-fashion-pants-for-women-i107652209-s1028936530.html?search=1,https://static-01.daraz.com.np/p/9576d507bd80dd74e8c555dcd9e23def.jpg,2400.00,"Rs. 2,400",1435,null,"Rs. 1,435",-40%,4.4,46,nt_product,Nepal,107652209_NP-1028936530,107652209_NP,[],"['Material: Cotton/Spandex', 'Pattern: Solid', 'Stretchable Fabric', 'Type: Casual/High Waist', 'Material &amp; Care: Hand/Machine Wash']",39704,No Brand,1006682,,Tailor Stitch,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:107652209;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:107652209_NP;price:1435;client:desktop;supplier_id:1006682;asc_category_id:4434;item_id:107652209;sku_id:1028936530;shop_id:16575,"[{'sku': '107652209_NP-1028936530', 'title': 'Waist:26', 'skuId': '1028936530', 'count': 0}, {'sku': '107652209_NP-1028936531', 'title': 'Waist:27', 'skuId': '1028936531', 'count': 0}, {'sku': '107652209_NP-1028936532', 'title': 'Waist:28', 'skuId': '1028936532', 'count': 0}, {'sku': '107652209_NP-1028936533', 'title': 'Waist:29', 'skuId': '1028936533', 'count': 0}, {'sku': '107652209_NP-1028936534', 'title': 'Waist:30', 'skuId': '1028936534', 'count': 0}, {'sku': '107652209_NP-1028936535', 'title': 'Waist:31', 'skuId': '1028936535', 'count': 0}, {'sku': '107652209_NP-1028936536', 'title': 'Waist:32', 'skuId': '1028936536', 'count': 0}, {'sku': '107652209_NP-1032824154', 'title': 'Waist:33', 'skuId': '1032824154', 'count': 0}]",107652209,Free Shipping,1028936530,True,0,False,query:;nid:107652209;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:107652209_NP;price:1435;client:desktop;supplier_id:1006682;asc_category_id:4434;item_id:107652209;sku_id:1028936530;shop_id:16575,item,2400.00,107652209,search,40,true,1028936530,f89e004f9b18cd7491c7d695cbbbe911,1435,1,214112fc16994318319151519e17f5,107652209,5000000001267250000000012711,
Wrapper/Laced Batik Lungi For Women - Fashion | Multicolor | Free Size | Lungi For Women | Women'S Wear |,121773555,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/wrapperlaced-batik-lungi-for-women-fashion-multicolor-free-size-lungi-for-women-womens-wear-i121773555-s1033122264.html?search=1,https://static-01.daraz.com.np/p/87ae782208f72c958a858caf569f39b7.jpg,,,760.00,null,Rs. 760,,4.8,4,nt_product,Nepal,121773555_NP-1033122264,121773555_NP,[],"['Smooth satin finish', 'Batik style print', 'Laced', 'Four color variants']",39704,No Brand,900156345081,,Lungi Nepal,[],0,"[1819, 1820, 1738, 1755]",query:;nid:121773555;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:121773555_NP;price:760.00;client:desktop;supplier_id:900156345081;asc_category_id:1755;item_id:121773555;sku_id:1033122264;shop_id:80068,"[{'sku': '121773555_NP-1033122264', 'skuId': '1033122264', 'count': 0}]",121773555,,1033122264,True,0,False,query:;nid:121773555;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:121773555_NP;price:760.00;client:desktop;supplier_id:900156345081;asc_category_id:1755;item_id:121773555;sku_id:1033122264;shop_id:80068,item,760.00,121773555,search,0,false,1033122264,f89e004f9b18cd7491c7d695cbbbe911,760.00,1,214112fc16994318319151519e17f5,121773555,50000001512007,
Silk Tight 1 Pcs Stocking For Women - Black | Free Size | Fashion | Stockings For Women | Women'S Wear |,119848407,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/silk-tight-1-pcs-stocking-for-women-black-free-size-fashion-stockings-for-women-womens-wear-i119848407-s1032764903.html?search=1,https://static-01.daraz.com.np/p/5dc786239aea7e426023d4937d59f951.jpg,500.00,Rs. 500,350.00,null,Rs. 350,-30%,3.6,53,nt_product,Nepal,119848407_NP-1032764903,119848407_NP,[],[],39704,No Brand,900152049033,,Wholesale Underwear House Nepal,[],0,"[1819, 1820, 1738, 1756]",query:;nid:119848407;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:119848407_NP;price:350.00;client:desktop;supplier_id:900152049033;asc_category_id:1756;item_id:119848407;sku_id:1032764903;shop_id:37572,"[{'sku': '119848407_NP-1032764903', 'title': 'free size', 'skuId': '1032764903', 'count': 0}]",119848407,,1032764903,True,0,False,query:;nid:119848407;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:119848407_NP;price:350.00;client:desktop;supplier_id:900152049033;asc_category_id:1756;item_id:119848407;sku_id:1032764903;shop_id:37572,item,500.00,119848407,search,30,false,1032764903,f89e004f9b18cd7491c7d695cbbbe911,350.00,1,214112fc16994318319151519e17f5,119848407,,
Unisex Light Grey Parachute Cargo Pant,128282876,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/unisex-light-grey-parachute-cargo-pant-i128282876-s1035539646.html?search=1,https://np-live-21.slatic.net/kf/S5dcf9d433ee948c8aba50408e272c0ac0.jpg,,,998,null,Rs. 998,,4,2,nt_product,Nepal,128282876_NP-1035539646,128282876_NP,[],"['Lightweight parachute pant with pockets', 'Unisex ', 'Available sizes s,m,l', 'Material polyester mixed', 'Breathable fabric']",39704,No Brand,900159798112,,Fashion Factory-Nepal,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:128282876;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128282876_NP;price:998;client:desktop;supplier_id:900159798112;asc_category_id:4451;item_id:128282876;sku_id:1035539646;shop_id:102464,"[{'sku': '128282876_NP-1035539644', 'title': 'Int M', 'skuId': '1035539644', 'count': 0}, {'sku': '128282876_NP-1035539646', 'title': 'Int L', 'skuId': '1035539646', 'count': 0}]",128282876,,1035539646,True,0,False,query:;nid:128282876;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128282876_NP;price:998;client:desktop;supplier_id:900159798112;asc_category_id:4451;item_id:128282876;sku_id:1035539646;shop_id:102464,item,999.00,128282876,search,0,false,1035539646,f89e004f9b18cd7491c7d695cbbbe911,998,1,214112fc16994318319151519e17f5,128282876,,
